ID,outText,outMA,source,PDF,Authors,Author Full Names,Article Title,ID2,Year,studytype,design,datayear,protection type,MPAname,MPAage,Age,MPAcreation,MPAprotection,FPAsize,MPAsize,Size,enforcement,governance,country,climate,continent,ocean,ecosystem,subgroup,socioeco,taxon,species,target,predator,fishery,inMPA,stakeholder,mechanism,indicator,DataOrigin,direction,quantitative,unit,errortype,BeforeMPAvalue,BeforeMPAsample,BeforeMPAerror,BeforeMPA_SD,BeforeControlvalue,BeforeControlsample,BeforeControlerror,BeforeControl_SD,AfterMPAvalue,AfterMPA_samplesize,AfterMPAerror,AfterMPA_SD,AfterControlvalue,AfterControl_samplesize,AfterControlerror,AfterControl_SD,ei,vei,comment
751,in,out,other,yes,Garces,Garces,Evaluating the management effectiveness of marine protected areas at seven selected sites in the Philippines,340,2015,field,perception,2009,MPA,Pinamgo,5,medium,2004,fully,0.378,0.378,small,NA,community-based,Phillipines,tropical,Asia,South China Sea,mangrove,,social,mangrove,,,,,,fishery,learning,MPA knowledge,table 4,positive,no,"""local understanding of MPA rules and regulations""",,,,,,,,,,,,,,,,,,,,
751,in,out,other,yes,Garces,Garces,Evaluating the management effectiveness of marine protected areas at seven selected sites in the Philippines,340,2015,field,perception,2008,MPA,Sagrada Bogtong ,2,young,2006,NA,NA,3.92,medium,NA,community-based,Phillipines,tropical,Asia,South China Sea,coral reef,,social,invertebrates,,,,,,fishery,learning,environmental awareness,table 4,positive,no,"""understanding of human impacts""",,,,,,,,,,,,,,,,,,,,
751,in,out,other,yes,Garces,Garces,Evaluating the management effectiveness of marine protected areas at seven selected sites in the Philippines,340,2015,field,perception,2008,MPA,Sagrada Bogtong ,2,young,2006,NA,NA,3.92,medium,NA,community-based,Phillipines,tropical,Asia,South China Sea,coral reef,,social,invertebrates,,,,,,fishery,learning,MPA knowledge,table 4,positive,no,"""local understanding of MPA rules and regulations""",,,,,,,,,,,,,,,,,,,,
751,in,out,other,yes,Garces,Garces,Evaluating the management effectiveness of marine protected areas at seven selected sites in the Philippines,340,2015,field,perception,2009,MPA,Capandan,6,medium,2003,NA,0,0.215,small,NA,community-based,Phillipines,tropical,Asia,South China Sea,coral reef,,social,invertebrates,,,,,,fishery,social organization,conflict,table 4,positive,no,"""level of resource conflict""",,,,,,,,,,,,,,,,,,,,
751,in,out,other,yes,Garces,Garces,Evaluating the management effectiveness of marine protected areas at seven selected sites in the Philippines,340,2015,field,perception,2009,MPA,General Island,4,young,2005,NA,NA,0.28,small,NA,community-based,Phillipines,tropical,Asia,South China Sea,coral reef,,social,invertebrates,,,,,,fishery,social organization,conflict,table 4,positive,no,"""level of resource conflict""",,,,,,,,,,,,,,,,,,,,
354,in,out,WoS,yes,"Chaigneau, T; Brown, K","Chaigneau, Tomas; Brown, Katrina",Challenging the win-win discourse on conservation and development: analyzing support for marine protected areas,341,2016,field,perception,2014,MPA,"Bonbonon, Candapino, Suba",10,medium,2004,fully,0.086,0.086,small,NA,community-based,Philippines,tropical,Asia,South China Sea,coral reef,,social,invertebrates,,,,small-scale,,fishery,food security,cpue,table 3,negative,yes,% interviewees,,,,,,,,,,,,,,,,,,,,
512,in,out,WoS,yes,"Rocklin, D; Tomasini, JA; Culioli, JM; Pelletier, D; Mouillot, D","Rocklin, Delphine; Tomasini, Jean-Antoine; Culioli, Jean-Michel; Pelletier, Dominique; Mouillot, David",Spearfishing Regulation Benefits Artisanal Fisheries: The ReGS Indicator and Its Application to a Multiple-Use Mediterranean Marine Protected Area,342,2011,field,BA,2007,MPA,Bonifacio,8,medium,1999,highly,12,800,medium,NA,NA,France,temperate,Europe,Mediterranean,mix,,social,mix,,,,artisanal,,fishery,food security,cpue,table 2,positive,yes,% change,NA,,,,,,,,,,,,,,,,,,,no variance provided. Authors contacted.
555,in,in,WoS,yes,"Guidetti, P","Guidetti, Paolo; Bussotti, Simona; Pizzolante, Fausto; Ciccolella, Alessandro","Assessing the potential of an artisanal fishing co-management in the Marine Protected Area of Torre Guaceto (southern Adriatic Sea, SE Italy)",343,2010,field,CI,2008,MPA,Torre Guaceto,7,medium,2001,highly,1.78,22.27,medium,yes,co-managed,Italy,temperate,Europe,Mediterranean,rocky reef,,social,fish,,,,,in,fishery,food security,cpue,figure 4,positive,yes,kg km net-1 day-1,SE,,,,,10.29,6,,2.449489743,26.25,41,,16.00781059,,,,,0.936493439,0.018514583,
739,in,out,other,yes,"Bennett, Attwood",Bennett,Evidence for recovery of a surf-zone fish assemblage following the establishment of a marine reserve on the southern coast of South Africa,344,1991,field,BACI,1990,MPA,De Hoop,4,young,1986,fully,288,288,large,NA,NA,South Africa,temperate,Africa,Indian Ocean,rocky reef,,social,NA,,,,small-scale,,fishery,food security,catch,table 1,positive,yes,total nb fish caught,,,,,,,,,,,,,,,,,,,,no error
739,in,in,other,no,"Bennett, Attwood",Bennett,Evidence for recovery of a surf-zone fish assemblage following the establishment of a marine reserve on the southern coast of South Africa,344,1991,field,BA,1990,MPA,De Hoop,4,young,1986,fully,288,288,large,yes,state,South Africa,temperate,Africa,Indian Ocean,rocky reef,,social,NA,,,,small-scale,adjacent,fishery,food security,cpue,figure 3,positive,yes,fish 100 hour-1,SD,39.6,58,,10.63014581,,,,,189.5,58,,20.7,,,,,1.565559906,0.001448125,
742,in,out,other,yes,Campbell,Campbell,Changes in a coral reef fishery along a gradient of fishing pressure in an Indonesian marine protected area.,345,2014,field,CI,2005,MPA,Karimunjawa,17,old,1988,moderately-highly,167.4,1116,large,no,state,Indonesia,tropical,Asia,South China Sea,coral reef,,social,invertebrates,,,,small-scale,,fishery,food security,catch,"Discussion ""comparable catch characteristics among no-take areas and fishing areas""",neutral,yes,kg,,,,,,,,,,,,,,,,,,,,ambiguous MPA vs control
400,in,out,WoS,yes,"Darling, ES","Darling, Emily S.",Assessing the Effect of Marine Reserves on Household Food Security in Kenyan Coral Reef Fishing Communities,346,2014,field,perception,2010,MPA,"Kisite, Watamu",37,old,1973,mix,11,NA,NA,yes,,Kenya,tropical,Africa,Indian Ocean,coral reef,,social,invertebrates,,,,,,coastal community,food security,local food security,table 2,neutral,yes,days week-1,SD,,,,,,,,,4.98,52,,2.32,3.92,59,,2.32,0.239338237,0.010110422,redundant indicator
191,in,out,WoS,yes,"Samaniego, BR; Rebancos, CM","Samaniego, Badi R.; Rebancos, Carmelita M.","The Perceived Benefits of Marine Protected Areas by Fishers in Batangas, Philippines",347,2019,field,perception,2016,MPA,Lobo,10,medium,NA,NA,NA,NA,NA,NA,NA,Phillipines,tropical,Asia,South China Sea,,,social,NA,,,,artisanal,,fishery,food security,cpue,figure 4,negative,yes,kg fishermen-1 month-1,,,,,,,,,,,,,,,,,,,,
191,in,out,WoS,yes,"Samaniego, BR; Rebancos, CM","Samaniego, Badi R.; Rebancos, Carmelita M.","The Perceived Benefits of Marine Protected Areas by Fishers in Batangas, Philippines",347,2019,field,perception,2016,MPA,Mabini,20,old,1991,NA,NA,NA,NA,no,state,Phillipines,tropical,Asia,South China Sea,,,social,NA,,,,artisanal,,fishery,food security,cpue,figure 4,negative,yes,kg fishermen-1 month-1,,,,,,,,,,,,,,,,,,,,
191,in,out,WoS,yes,"Samaniego, BR; Rebancos, CM","Samaniego, Badi R.; Rebancos, Carmelita M.","The Perceived Benefits of Marine Protected Areas by Fishers in Batangas, Philippines",347,2019,field,perception,2016,MPA,San Luis,3,young,2013,NA,NA,NA,NA,NA,NA,Phillipines,tropical,Asia,South China Sea,,,social,NA,,,,artisanal,,fishery,food security,cpue,figure 4,negative,yes,kg fishermen-1 month-1,,,,,,,,,,,,,,,,,,,,
567,in,out,WoS,yes,"Cinner, JE; McClanahan, TR; Wamukota, A","Cinner, J. E.; McClanahan, T. R.; Wamukota, A.","Differences in livelihoods, socioeconomic characteristics, and knowledge about the sea between fishers and non-fishers living near and far from marine parks on the Kenyan coast",348,2010,field,CI,,MPA,mix,mix,NA,mix,mix,mix,mix,NA,NA,NA,Kenya,tropical,Africa,Indian Ocean,NA,,social,NA,,,,artisanal,,fishery,agency,participation,table 6,neutral,yes,values not available,,,,,,,,,,,,,,,,,,,,
567,in,out,WoS,yes,"Cinner, JE; McClanahan, TR; Wamukota, A","Cinner, J. E.; McClanahan, T. R.; Wamukota, A.","Differences in livelihoods, socioeconomic characteristics, and knowledge about the sea between fishers and non-fishers living near and far from marine parks on the Kenyan coast",348,2010,field,CI,,MPA,mix,mix,NA,mix,mix,mix,mix,NA,NA,NA,Kenya,tropical,Africa,Indian Ocean,NA,,social,NA,,,,,,coastal community,agency,participation,table 6,neutral,yes,values not available,,,,,,,,,,,,,,,,,,,,
567,in,out,WoS,yes,"Cinner, JE; McClanahan, TR; Wamukota, A","Cinner, J. E.; McClanahan, T. R.; Wamukota, A.","Differences in livelihoods, socioeconomic characteristics, and knowledge about the sea between fishers and non-fishers living near and far from marine parks on the Kenyan coast",348,2010,field,CI,,MPA,mix,mix,NA,mix,mix,mix,mix,NA,NA,NA,Kenya,tropical,Africa,Indian Ocean,NA,,social,NA,,,,artisanal,,fishery,agency,governance,table 6,positive,yes,local institutions,,,,,,,,,,,,,,,,,,,,
567,in,out,WoS,yes,"Cinner, JE; McClanahan, TR; Wamukota, A","Cinner, J. E.; McClanahan, T. R.; Wamukota, A.","Differences in livelihoods, socioeconomic characteristics, and knowledge about the sea between fishers and non-fishers living near and far from marine parks on the Kenyan coast",348,2010,field,CI,,MPA,mix,mix,NA,mix,mix,mix,mix,NA,NA,NA,Kenya,tropical,Africa,Indian Ocean,NA,,social,NA,,,,,,coastal community,agency,governance,table 6,neutral,yes,local institutions,,,,,,,,,,,,,,,,,,,,
567,in,out,WoS,yes,"Cinner, JE; McClanahan, TR; Wamukota, A","Cinner, J. E.; McClanahan, T. R.; Wamukota, A.","Differences in livelihoods, socioeconomic characteristics, and knowledge about the sea between fishers and non-fishers living near and far from marine parks on the Kenyan coast",348,2010,field,CI,,MPA,mix,mix,NA,mix,mix,mix,mix,NA,NA,NA,Kenya,tropical,Africa,Indian Ocean,NA,,social,NA,,,,artisanal,,fishery,assets,income,table 6,neutral,yes,poverty,,,,,,,,,,,,,,,,,,,,
567,in,out,WoS,yes,"Cinner, JE; McClanahan, TR; Wamukota, A","Cinner, J. E.; McClanahan, T. R.; Wamukota, A.","Differences in livelihoods, socioeconomic characteristics, and knowledge about the sea between fishers and non-fishers living near and far from marine parks on the Kenyan coast",348,2010,field,CI,,MPA,mix,mix,NA,mix,mix,mix,mix,NA,NA,NA,Kenya,tropical,Africa,Indian Ocean,NA,,social,NA,,,,,,coastal community,assets,income,table 6,negative,yes,poverty,,,,,,,,,,,,,,,,,,,,
567,in,out,WoS,yes,"Cinner, JE; McClanahan, TR; Wamukota, A","Cinner, J. E.; McClanahan, T. R.; Wamukota, A.","Differences in livelihoods, socioeconomic characteristics, and knowledge about the sea between fishers and non-fishers living near and far from marine parks on the Kenyan coast",348,2010,field,CI,,MPA,mix,mix,NA,mix,mix,mix,mix,NA,NA,NA,Kenya,tropical,Africa,Indian Ocean,NA,,social,NA,,,,artisanal,,fishery,flexibility,alternative livelihoods,table 6 (occupational diversity),negative,yes,direction,,,,,,,,,,,,,,,,,,,,
567,in,out,WoS,yes,"Cinner, JE; McClanahan, TR; Wamukota, A","Cinner, J. E.; McClanahan, T. R.; Wamukota, A.","Differences in livelihoods, socioeconomic characteristics, and knowledge about the sea between fishers and non-fishers living near and far from marine parks on the Kenyan coast",348,2010,field,CI,,MPA,mix,mix,NA,mix,mix,mix,mix,NA,NA,NA,Kenya,tropical,Africa,Indian Ocean,NA,,social,NA,,,,,,coastal community,flexibility,alternative livelihoods,table 6 (occupational diversity),negative,yes,direction,,,,,,,,,,,,,,,,,,,,
567,in,out,WoS,yes,"Cinner, JE; McClanahan, TR; Wamukota, A","Cinner, J. E.; McClanahan, T. R.; Wamukota, A.","Differences in livelihoods, socioeconomic characteristics, and knowledge about the sea between fishers and non-fishers living near and far from marine parks on the Kenyan coast",348,2010,field,CI,,MPA,mix,mix,NA,mix,mix,mix,mix,NA,NA,NA,Kenya,tropical,Africa,Indian Ocean,NA,,social,NA,,,,artisanal,,fishery,learning,education,table 6,neutral,yes,values not available,,,,,,,,,,,,,,,,,,,,
567,in,out,WoS,yes,"Cinner, JE; McClanahan, TR; Wamukota, A","Cinner, J. E.; McClanahan, T. R.; Wamukota, A.","Differences in livelihoods, socioeconomic characteristics, and knowledge about the sea between fishers and non-fishers living near and far from marine parks on the Kenyan coast",348,2010,field,CI,,MPA,mix,mix,NA,mix,mix,mix,mix,NA,NA,NA,Kenya,tropical,Africa,Indian Ocean,NA,,social,NA,,,,,,coastal community,learning,education,table 6,neutral,yes,values not available,,,,,,,,,,,,,,,,,,,,
662,in,out,WoS,yes,"Gjertsen, H","Gjertsen, H",Can habitat protection lead to improvements in human well-being? Evidence from marine protected areas in the Philippines,349,2005,field,perception,2002,MPA,mix,8,medium,1995,fully,0.15,0.15,small,yes,community-based,Phillipines,tropical,Asia,South China Sea,coral reef,,social,invertebrates,,,,,,coastal community,agency,decision making,table 3,positive,yes,score 0 to 1,SD,,,,,,,,,,,,,,,,,,,
662,in,out,WoS,yes,"Gjertsen, H","Gjertsen, H",Can habitat protection lead to improvements in human well-being? Evidence from marine protected areas in the Philippines,349,2005,field,perception,2002,MPA,mix,8,medium,1995,fully,0.15,0.15,small,yes,community-based,Phillipines,tropical,Asia,South China Sea,coral reef,,social,invertebrates,,,,,,coastal community,food security,local food security,p211,neutral,yes,correlation between MPA design and nutritional status,,,,,,,,,,,,,,,,,,,,values of MPA and control not given (only coefficients)
638,in,out,WoS,yes,"Aswani, S; Furusawa, T","Aswani, Shankar; Furusawa, Takuro","Do marine protected areas affect human nutrition and health? a comparison between villages in Roviana, Solomon islands",350,2007,field,BA,2005,MPA,Olive,3,young,2002,fully,1.57,1.57,medium,no,community-based,Solomon Islands,tropical,Oceania,South Pacific,coral reef,,social,invertebrates,,,,small-scale,,coastal community,food security,local food security,figure 4,positive,yes,intake of marine protein (g),SE,,,,,,,,,56.8,206,,120.5626808,69.3,231,,121.5894732,-0.19890858,0.035197081,
541,in,out,WoS,yes,"Anabieza, M; Pajaro, M; Reyes, G; Tiburcio, F; Watts, P","Anabieza, Mario; Pajaro, Marivic; Reyes, Gonzalo; Tiburcio, Fernando; Watts, Paul",Philippine Alliance of Fisherfolk: Ecohealth Practitioners for Livelihood and Food Security,351,2010,field,perception,,MPA,Pamana,NA,NA,NA,NA,NA,NA,NA,NA,community-based,Philippines,tropical,Asia,South China Sea,coral reef,,social,invertebrates,,,,,,coastal community,food security,local food security,p398,positive,yes,% respondents positive,,,,,,,,,,,,,,,,,,,,indicator not suitable for MA
376,in,in,WoS,yes,"Marengo, M","Marengo, M.; Culioli, J. -M.; Santoni, M. -C.; Marchand, B.; Durieux, E. D. H.",Comparative analysis of artisanal and recreational fisheries for Dentex dentex in a Marine Protected Area,352,2015,field,CI,2012,MPA,Bonifacio,13,old,1999,highly,12,800,large,NA,state,France,temperate,Europe,Mediterranean,mix,,social,fish,Dentex dentex,fished,predator,artisanal,in,fishery,food security,cpue,table 3,positive,yes,g 50m net-1,SE,,,,,26.2,26,,33.65352879,98.6,26,,88.72293954,,,,,1.325311851,0.094599709,
36,in,in,WoS,yes,"Kayal, M","Kayal, Mohsen; Cigala, Marine; Cambra, Eleonore; Soulat, Nelly; Mercader, Manon; Lebras, Audrey; Ivanoff, Pauline; Sebesi, Lea; Lassus-Debat, Aurelie; Hartmann, Virginie; Bradtke, Melissa; Lenfant, Philippe; Jabouin, Coraline; Dubreuil, Julien; Pelletier, Dominique; Joguet, Manon; Le Mellionnec, Solene; Brichet, Marion; Binche, Jean-Louis; Payrot, Jerome; Saragoni, Gilles; Crec'hriou, Romain; Verdoit-Jarraya, Marion",Marine reserve benefits and recreational fishing yields: The winners and the losers,353,2020,field,BACI,2014,MPA,Cerbere Banyuls,40,old,1974,highly,0.85,6.5,medium,yes,state,France,temperate,Europe,Mediterranean,soft bottom,,social,fish,mix,fished,no,recreational,in,fishery,food security,cpue,Supplementary Table 4,neutral,yes,kg line-1 hour-1,95CI,222.25,10,,146.4166825,110,10,,85.51056938,514,10,,764.7549035,275.25,10,,151.2569034,1.755619801,0.355398608,"comparison between catch near (PPA) and far from the reserve, after and before PPA establishment"
684,in,out,WoS,yes,"Christie, P","Christie, P",Marine protected areas as biological successes and social failures in southeast Asia,354,2004,field,BA,2003,MPA,mix,14,old,1989,fully,1.25,1.25,medium,yes,community-based,Phillipines,tropical,Asia,South China Sea,coral reef,,social,invertebrates,,,,small-scale,,mix,agency,participation,table 1,ambiguous,no,"""broad stakeholder participation""",,,,,,,,,,,,,,,,,,,,
684,in,out,WoS,yes,"Christie, P","Christie, P",Marine protected areas as biological successes and social failures in southeast Asia,354,2004,field,BA,2003,MPA,San Salvador,14,old,1989,fully,1.25,1.25,medium,yes,community-based,Phillipines,tropical,Asia,South China Sea,coral reef,,social,invertebrates,,,,small-scale,,mix,social organization,conflict,,negative,no,"""conflict has expanded""",,,,,,,,,,,,,,,,,,,,
684,in,out,WoS,yes,"Christie, P","Christie, P",Marine protected areas as biological successes and social failures in southeast Asia,354,2004,field,BA,2003,MPA,Twin Rocks,14,old,1989,fully,1.25,1.25,medium,yes,community-based,Phillipines,tropical,Asia,South China Sea,coral reef,,social,invertebrates,,,,small-scale,,mix,social organization,conflict,,negative,no,conflict between fisheries and dive operators,,,,,,,,,,,,,,,,,,,,
719,in,out,WoS,yes,"Mascia, MB","Mascia, MB",Governance of marine protected areas in the Wider Caribbean: Preliminary results of an international mail survey,355,1999,field,perception,1996,MPA,mix,mix,NA,mix,mix,mix,mix,NA,NA,mix,mix,tropical,Central America,Caribbean Sea,NA,,social,NA,,,,,,coastal community,agency,consultation,table 1,positive,yes,% respondents agreeing,remaining is negative,,,,,,,,,,,,,,,,,,,
719,in,out,WoS,yes,"Mascia, MB","Mascia, MB",Governance of marine protected areas in the Wider Caribbean: Preliminary results of an international mail survey,355,1999,field,perception,1996,MPA,mix,mix,NA,mix,mix,mix,mix,NA,NA,mix,mix,tropical,Central America,Caribbean Sea,NA,,social,NA,,,,,,coastal community,agency,decision making,table 1,ambiguous,yes,% respondents agreeing,remaining is negative,,,,,,,,,,,,,,,,,,,
719,in,out,WoS,yes,"Mascia, MB","Mascia, MB",Governance of marine protected areas in the Wider Caribbean: Preliminary results of an international mail survey,355,1999,field,perception,1996,MPA,mix,mix,NA,mix,mix,mix,mix,NA,NA,mix,mix,tropical,Central America,Caribbean Sea,NA,,social,NA,,,,,,coastal community,agency,decision making,table 1,neutral,yes,"% respondents agreeing (""making the decision to establish MPA"", ""deciding MPA location"", ""deciding on regulations"")",,,,,,,,,,,,,,,,,,,,
522,in,out,WoS,yes,"Hargreaves-Allen, V; Mourato, S; Milner-Gulland, EJ","Hargreaves-Allen, Venetia; Mourato, Susana; Milner-Gulland, Eleanor Jane",A Global Evaluation of Coral Reef Management Performance: Are MPAs Producing Conservation and Socio-Economic Improvements?,356,2011,field,perception,,MPA,mix,mix,NA,mix,mix,mix,mix,NA,NA,NA,mix,tropical,mix,mix,coral reef,,social,invertebrates,,,,,,tourism,assets,employment,p692,positive,yes,% MPA with increased employment,,,,,,,,,,,,,,,,,,,,
522,in,out,WoS,yes,"Hargreaves-Allen, V; Mourato, S; Milner-Gulland, EJ","Hargreaves-Allen, Venetia; Mourato, Susana; Milner-Gulland, Eleanor Jane",A Global Evaluation of Coral Reef Management Performance: Are MPAs Producing Conservation and Socio-Economic Improvements?,356,2011,field,perception,,MPA,mix,mix,NA,mix,mix,mix,mix,NA,NA,NA,mix,tropical,mix,mix,coral reef,,social,invertebrates,,,,,,tourism,assets,income,p692,neutral,yes,% MPA with increased wealth,,,,,,,,,,,,,,,,,,,,
522,in,out,WoS,yes,"Hargreaves-Allen, V; Mourato, S; Milner-Gulland, EJ","Hargreaves-Allen, Venetia; Mourato, Susana; Milner-Gulland, Eleanor Jane",A Global Evaluation of Coral Reef Management Performance: Are MPAs Producing Conservation and Socio-Economic Improvements?,356,2011,field,perception,,MPA,mix,mix,NA,mix,mix,mix,mix,NA,NA,NA,mix,tropical,mix,mix,coral reef,,social,invertebrates,,,,,,coastal community,social organization,conflict,p692,negative,yes,% MPA with increased conflicts,26% neutral,,,,,,,,,,,,,,,,,,,
49,in,out,WoS,yes,"Pineiro-Corbeira, C; Barreiro, R; Olmedo, M; De la Cruz-Modino, R","Pineiro-Corbeira, Cristina; Barreiro, Rodolfo; Olmedo, Mercedes; De la Cruz-Modino, Raquel",Recreational snorkeling activities to enhance seascape enjoyment and environmental education in the Islas Atlinticas de Galicia National Park (Spain),357,2020,field,perception,2012,MPA,Galicia,32,old,1980,NA,NA,8704,large,NA,state,Spain,temperate,Europe,North East Atlantic,mix,,social,mix,,,,,,tourism,learning,environmental awareness,figure 4c,positive,yes,% interviewees,,,,,,,,,,,,,,,,,,,,
755,in,out,other,yes,Micheli,Micheli,Achieving Success under Pressure in the Conservation of Intensely Used Coastal Areas,358,2013,field,perception,2012,MPA,Tavolara Punta Coda Cavallo,15,old,1997,highly,5,155,large,no,co-managed,Italy,temperate,Europe,Mediterranean,mix,,social,mix,,,,,,fishery,food security,cpue,table 2,neutral,yes,% interviewees,,,,,,,,,,,,,,,,,,,,indicator not suitable for MA
755,in,out,other,yes,Micheli,Micheli,Achieving Success under Pressure in the Conservation of Intensely Used Coastal Areas,358,2013,field,perception,2012,MPA,Tavolara Punta Coda Cavallo,15,old,1997,highly,5,155,large,no,co-managed,Italy,temperate,Europe,Mediterranean,mix,,social,mix,,,,,,tourism,learning,MPA knowledge,table 2,positive,yes,% interviewees,,,,,,,,,,,,,,,,,,,,
425,in,out,WoS,yes,"Engel, MT; Marchini, S; Pont, AC; Machado, R; de Oliveira, LR","Engel, Monica Tais; Marchini, Silvio; Pont, Ana Carolina; Machado, Rodrigo; de Oliveira, Larissa Rosa","Perceptions and attitudes of stakeholders towards the wildlife refuge of Ilha dos Lobos, a marine protected area in Brazil",359,2014,field,perception,2012,MPA,Ilha dos Lobos,29,old,1983,highly,0.785,0.785,small,NA,state,Brazil,temperate,South America,South West Atlantic,,,social,NA,,,,,,tourism,learning,MPA knowledge,Figure 2,ambiguous,yes,% respondents aware,,,,,,,,,,,,,,,,,,,,
425,in,out,WoS,yes,"Engel, MT; Marchini, S; Pont, AC; Machado, R; de Oliveira, LR","Engel, Monica Tais; Marchini, Silvio; Pont, Ana Carolina; Machado, Rodrigo; de Oliveira, Larissa Rosa","Perceptions and attitudes of stakeholders towards the wildlife refuge of Ilha dos Lobos, a marine protected area in Brazil",359,2014,field,perception,2012,MPA,Ilha dos Lobos,29,old,1983,highly,0.785,0.785,small,NA,state,Brazil,temperate,South America,South West Atlantic,,,social,NA,,,,industrial,,fishery,learning,MPA knowledge,Figure 2,positive,yes,% respondents aware,,,,,,,,,,,,,,,,,,,,
241,in,out,WoS,yes,"McClanahan, Tim R.; Graham, Nicholas A. J.; Calnan, Jacqulyn M.; MacNeil, M. Aaron","McClanahan, Tim R.; Graham, Nicholas A. J.; Calnan, Jacqulyn M.; MacNeil, M. Aaron",Toward pristine biomass: Reef fish recovery in coral reef marine protected areas in Kenya,360,2007,field,CI,2005,MPA,mix,mix,mix,mix,mix,mix,mix,mix,NA,,Kenya,tropical,Africa,Indian Ocean,coral reef,,ecological,fish,mix,fished,,,,,biodiversity,species richness,text p 1061,positive,,,,,,,,,,,,,,,,,,,,,,no error associated with the values
763,in,in,ref,yes,Zupan,,Marine partially protected areas: drivers of ecological effectiveness,361,2018,metaanalysis,CI,,protection,mix,,,,,,,,,,mix,mix,mix,mix,fish,,mitigation,fish,,,,,,,Csequestration,Cseq,figure 1,positive,yes,ratio,95CI,,,,,,,,,,,,,,,,,1.21,0.308,n=39 (sei value)
790,in,in,ref,yes,Edgar,,Global conservation outcomes depend on marine protected areas with five key features,362,2014,field,CI,,protection,mix,,,,,,,,,,mix,mix,mix,mix,fish,,mitigation,fish,,,,,,,Csequestration,Cseq,text,positive,yes,% change,95CI,,,,,,,,,,,,,,,,,0.300104592,0.54,n=87 (sei value)
762,in,in,ref,yes,Lester,,Biological effects within no-take marine reserves: a global synthesis,363,2009,metaanalysis,CI,,protection,mix,,,,,,,,,,mix,mix,mix,mix,fish,,mitigation,fish,,,,,,,Csequestration,Cseq,figure 7A,positive,yes,% change,CI,,,,,,,,,,,,,,,,,1.58,0.48,n=46 (sei value)
345,in,out,WoS,yes,"Alva, S; Johnson, K; Jacob, A; D'Agnes, H; Mantovani, R; Evans, T","Alva, Soumya; Johnson, Kiersten; Jacob, Anila; D'Agnes, Heather; Mantovani, Richard; Evans, Thea",Marine protected areas and children's dietary diversity in the Philippines,364,2016,field,CI,,MPA,mix,mix,NA,mix,NA,mix,mix,NA,NA,NA,Phillipines,tropical,Asia,South China Sea,NA,,social,NA,,,,,,coastal community,food security,local food security,figure 4,positive,yes,% childrien consuming fish,,,,,,,,,,53,525.84,,,44,3856.16,,,,,no error provided 
740,in,out,other,yes,Bunce,Bunce,The human side of reef management: a case study analysis of the socioeconomic framework of Montego Bay Marine Park,365,1999,field,perception,1998,MPA,Montego Bay,6,medium,1992,NA,NA,15.3,medium,NA,NA,Jamaica,tropical,Central America,Carabean,coral reef,,social,invertebrates,,,,small-scale,,mix,learning,environmental awareness,p378,neutral,no,brochures and workshop,,,,,,,,,,,,,,,,,,,,
198,in,out,WoS,yes,"Moritsch, M; Strope, L; Crandall, SG","Moritsch, Monica; Strope, Lauren; Crandall, Sharifa G.",Beach environmental etiquette: Assessing public awareness of marine reserves on the central coast of California,366,2019,field,perception,2015,MPA,Natural Bridges,8,medium,2007,fully,0.159,0.159,small,NA,state,USA,temperate,North America,North East Pacific,NA,,social,NA,,,,,,recreational,learning,MPA knowledge,figure 4,neutral,yes,% interviewees,80% incorrect,,,,,,,,,,,,,,,,,,,
295,in,out,WoS,yes,"Hastings, K; Ryan, KL","Hastings, Kirrily; Ryan, Karina L.",Differences in perception of a newly created Marine Park in south-west Western Australia by boat -based recreational fishers and the broader community,367,2017,field,perception,2014,MPA,Ngari Capes,0,young,2014,moderate,135,1200,large,NA,state,Australia,temperate,Oceania,South West Pacific,seagrass,,social,seagrass,,,,,,coastal community,learning,MPA knowledge,table 2,neutral,yes,% interviewees,,,,,,,,,,,,,,,,,,,,
140,in,out,WoS,yes,"Lucrezi, S; Esfehani, MH; Ferretti, E; Cerrano, C","Lucrezi, Serena; Esfehani, Minoo Hassani; Ferretti, Eliana; Cerrano, Carlo",The effects of stakeholder education and capacity building in marine protected areas: A case study from southern Mozambique,368,2019,field,perception,2018,MPA,Ponta do Ouro,9,medium,2009,NA,NA,678,large,NA,co-managed,Mozambique,tropical,Africa,Indian Ocean,rocky reef,,social,NA,,,,,,coastal community,learning,environmental awareness,text,positive,no,description of a series of environmental workshops,,,,,,,,,,,,,,,,,,,,
375,in,out,WoS,yes,"Martin, CL; Momtaz, S; Jordan, A; Moltschaniwskyj, NA","Martin, Carol L.; Momtaz, Salim; Jordan, Alan; Moltschaniwskyj, Natalie A.",An assessment of the effectiveness of in-situ signage in multiple-use marine protected areas in providing information to different recreational users,369,2015,field,perception,2013,MPA,Port Stephens,6,medium,2007,moderately-highly,175,433,large,NA,NA,Australia,temperate,Oceania,South West Pacific,mix,,social,mix,,,,,,recreational,learning,MPA knowledge,,positive,yes,% interviewees aggreeing,,,,,,,,,,,,,,,,,,,,
