ID,OUTabstract,OUTtext,outMA,source,PDF,Publication Type,Authors,Author Full Names,Article Title,Source Title,Conference Title,Abstract,"Times Cited, All Databases",Year,DOI,UT (Unique WOS ID),studytype,design,datayear,protection type,MPAname,MPAage,Age,MPAcreation,MPAprotection,MPAindex,FPAsize,MPAsize,Size,enforcement,governance,country,climate,continent,ocean,ecosystem,subgroup,socioeco,taxon,species,target,predator,fishery,inMPA,stakeholder,mechanism,outcome,indicator,direction,quantitative,unit,DataOrigin,errortype,errortrans,valueMPAB,errorMPAB,sampleMPAB,valueMPAA,errorMPAA,sampleMPAA,valuecontrolA,errorcontrolA,samplecontrolA,valuecontrolB,errorcontrolB,samplecontrolB,ei,SEei,SDei,vei,ntotal,comment,OUTabstract,OUTtext
9,out,out,,WoS,no,J,"Fernandez, M; Rodriguez-Ruiz, M; Gelcich, S; Hiriart-Bertrand, L; Castilla, JC","Fernandez, Miriam; Rodriguez-Ruiz, Montserrat; Gelcich, Stefan; Hiriart-Bertrand, Luciano; Carlos Castilla, Juan",Advances and challenges in marine conservation in Chile: A regional and global comparison,AQUATIC CONSERVATION-MARINE AND FRESHWATER ECOSYSTEMS,,"Despite significant progress made in Chile, and globally, in establishing marine protected areas (MPAs), the actual contribution to marine biodiversity conservation needs to be revised, to focus on representativeness and the diversity of tools alongside effective implementation, management, and enforcement. This study makes progress in this direction, describing the most recent advances in marine conservation in Chile and analysing the contribution of the different conservation instruments as well as the distribution of designated areas across ecoregions. Furthermore, it examines the potential contribution of alternative area-based instruments to balance ocean protection. The advances observed in Chile were compared among four South American countries and five leading countries in ocean conservation, analysing protection levels in coastal areas, continental exclusive economic zones, and overseas territories. Data on MPA boundaries and attributes were sourced from the World Database on Protected Areas and complemented the official information on MPAs and territorial user rights for fisheries and for indigenous people in South America. The current level of protection in Chile is among the highest in the world in area coverage and in the proportion of the continental exclusive economic zone assigned to fully protected areas. However, it exhibits the strongest imbalances in the distribution of designated MPAs between coastal and oceanic waters, in comparison with the leading countries and also within South America (Peru, Chile, Argentina, and Uruguay), and among ecoregions. The patterns observed suggest that Chile has advanced, but concentrated, conservation efforts in low-threat, remote ecoregions. There is an urgent need to progress towards high-threat ecoregions, which implies balancing the needs of nature and people. The distribution of ancillary conservation instruments can help double the level of protection in threatened coastal areas, filling gaps in marine conservation and creating an opportunity to progress and diversify conservation strategies.",0,,10.1002/aqc.3570,WOS:000631017400001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no social mechanism,
10,in,out,,WoS,no,J,"Sala, E; Mayorga, J; Bradley, D; Cabral, RB; Atwood, TB; Auber, A; Cheung, W; Costello, C; Ferretti, F; Friedlander, AM; Gaines, SD; Garilao, C; Goodell, W; Halpern, BS; Hinson, A; Kaschner, K; Kesner-Reyes, K; Leprieur, F; McGowan, J; Morgan, LE; Mouillot, D; Palacios-Abrantes, J; Possingham, HP; Rechberger, KD; Worm, B; Lubchenco, J","Sala, Enric; Mayorga, Juan; Bradley, Darcy; Cabral, Reniel B.; Atwood, Trisha B.; Auber, Arnaud; Cheung, William; Costello, Christopher; Ferretti, Francesco; Friedlander, Alan M.; Gaines, Steven D.; Garilao, Cristina; Goodell, Whitney; Halpern, Benjamin S.; Hinson, Audra; Kaschner, Kristin; Kesner-Reyes, Kathleen; Leprieur, Fabien; McGowan, Jennifer; Morgan, Lance E.; Mouillot, David; Palacios-Abrantes, Juliano; Possingham, Hugh P.; Rechberger, Kristin D.; Worm, Boris; Lubchenco, Jane","Protecting the global ocean for biodiversity, food and climate",NATURE,,"The ocean contains unique biodiversity, provides valuable food resources and is a major sink for anthropogenic carbon. Marine protected areas (MPAs) are an effective tool for restoring ocean biodiversity and ecosystem services(1,2), but at present only 2.7% of the ocean is highly protected(3). This low level of ocean protection is due largely to conflicts with fisheries and other extractive uses. To address this issue, here we developed a conservation planning framework to prioritize highly protected MPAs in places that would result in multiple benefits today and in the future. We find that a substantial increase in ocean protection could have triple benefits, by protecting biodiversity, boosting the yield of fisheries and securing marine carbon stocks that are at risk from human activities. Our results show that most coastal nations contain priority areas that can contribute substantially to achieving these three objectives of biodiversity protection, food provision and carbon storage. A globally coordinated effort could be nearly twice as efficient as uncoordinated, national-level conservation planning. Our flexible prioritization framework could help to inform both national marine spatial plans(4) and global targets for marine conservation, food security and climate action.",2,,10.1038/s41586-021-03371-z,WOS:000629906100007,model,,,MPA,,,,,,,,,,,,,,,,,,,,,,,,,,food security,global,,,,,,,,,,,,,,,,,,,,,,,,,,,model
11,out,out,,WoS,no,J,"Jeanson, AL; Lynch, AJ; Thiem, JD; Potts, WM; Haapasalo, T; Danylchuk, AJ; Beard, TD; Arlinghaus, R; Hunt, LM; Young, N; Cooke, SJ","Jeanson, Amanda L.; Lynch, A. J.; Thiem, J. D.; Potts, W. M.; Haapasalo, T.; Danylchuk, A. J.; Beard, T. D.; Arlinghaus, R.; Hunt, L. M.; Young, N.; Cooke, S. J.",A bright spot analysis of inland recreational fisheries in the face of climate change: learning about adaptation from small successes,REVIEWS IN FISH BIOLOGY AND FISHERIES,,"Inland recreational fisheries have social, economic, and ecological importance worldwide but these fisheries are increasingly challenged by the diverse effects of climate change. Coupled with other anthropogenic stressors, climate change has contributed to declines in freshwater biodiversity of greater severity than those observed across marine or terrestrial taxa. At a macro level, inland fisheries are experiencing declines. There are, however, a number of success stories, or 'bright spots,' in inland recreational fisheries management, where innovative approaches are leading to increases in social and ecological well-being in the face of climate change. Cases such as these are important sources of inspiration and learning about adaptation to climate and environmental change. In this article, we analyze 11 examples of such 'bright spots' drawn from multiple jurisdictions around the world from which we extracted lessons that might apply to fisheries management challenges beyond the region and context of each case. Collectively, these bright spots highlight adaptive initiatives that allow for recreational fisheries management to mitigate to stressors associated with current and future climate change. Examples identified include community-based restoration projects, collaborative and adaptive approaches to short-term fisheries closures, transdisciplinary large-scale conservation projects, and conservation-minded efforts by individuals and communities. By highlighting examples of 'small wins' within inland recreational fisheries management, this review contributes to the idea that a 'positive future' for inland recreational fisheries in the face of climate change is possible and highlights potential strategies to adapt to current and future climate scenarios.",0,2021,10.1007/s11160-021-09638-y,WOS:000627684200002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,freshwater ,
12,out,out,,WoS,no,J,"Leurs, G; van der Reijden, KJ; Lemrabott, SYC; Barry, I; Nonque, DM; Olff, H; Pontes, SL; Regalla, A; Govers, LL","Leurs, Guido; van der Reijden, Karin J.; Cheikhna Lemrabott, Sidi Yahya; Barry, Ica; Nonque, Diosnes Manuel; Olff, Han; Ledo Pontes, Samuel; Regalla, Aissa; Govers, Laura L.",Industrial Fishing Near West African Marine Protected Areas and Its Potential Effects on Mobile Marine Predators,FRONTIERS IN MARINE SCIENCE,,"Marine Protected Areas (MPAs) are increasingly implemented to facilitate the conservation of marine biodiversity and key habitats. However, these areas are often less effective to conserve mobile marine species like elasmobranchs (i.e., sharks and rays). Industrial fishing near MPA borders possibly impacts vulnerable species utilizing these protected areas. Hence, we aimed to study spatiotemporal patterns of industrial fisheries near MPAs, in relation to the bycatch of elasmobranchs. Specifically, we analyzed the spatiotemporal fishing effort within the West African region, mapped fishing effort in the direct vicinity of the Parc National du Banc d'Arguin (PNBA, Mauritania) and the Bijagos Archipelago (BA, Guinea Bissau), and compared the seasonal overlap between elasmobranch bycatch and fishing effort near these MPAs. We combined Automatic Identification System (AIS) data and local fisheries observer data, and determined fishing effort for each gear type and compared this with bycatch of elasmobranchs. We found that industrial fishing effort was dominated by trawling, drifting longlines, and fixed gear types. Although no industrial fishing was observed within both MPAs, 72 and 78% of the buffer zones surrounding the MPAs were fished for the Banc d'Arguin and Bijagos, respectively. Within the Banc d'Arguin buffer zone, trawling and drifting longlines dominated, with longlines mainly being deployed in fall. In the Bijagos buffer zone, trawling and fixed gears were most prevalent. Fisheries observer data for Mauritania showed that elasmobranch catches increased during the most recent sampling years (2016-2018). Elasmobranch catches within the waters of Guinea Bissau peaked in 2016 and decreased in the following two years. Seasonal patterns in elasmobranch bycatch within the waters of both countries are likely caused by increased catches of migratory species. Catches of rays peaked in May and June for Mauritania, and in October for Guinea Bissau. Shark catches were highest in February and July in Mauritanian waters, and in May and October in the waters of Guinea Bissau. Our study indicates that industrial fisheries near the border of ecologically important MPAs may have potentially major implications for ecosystem functioning by the removal of (migratory) predatory species.",0,2021,10.3389/fmars.2021.602917,WOS:000630003600001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,impacts of fishing on MPAs,
13,out,out,,WoS,no,J,"Iacarella, JC; Clyde, G; Bergseth, BJ; Ban, NC","Iacarella, Josephine C.; Clyde, Georgia; Bergseth, Brock J.; Ban, Natalie C.",A synthesis of the prevalence and drivers of non-compliance in marine protected areas,BIOLOGICAL CONSERVATION,,"Non-compliance regularly negates the effectiveness of marine protected areas (MPAs) worldwide. Understanding and addressing non-compliance is critical given continued efforts to establish MPAs to meet international milestones (e.g., Aichi targets). We conducted a literature review and meta-analysis to address five key questions and research gaps for MPAs: 1) how is non-compliance best measured? 2) what are common drivers of noncompliance? 3) what is the overall prevalence of non-compliance? 4) how frequently is ecological failure of MPAs attributed to non-compliance? and 5) are there measurable management impacts on regulated fishing in MPAs (i.e., effective reduction of fishing)? We found 151 papers that had some focus on non-compliant resource extraction in MPAs and 96 that quantified it. Insufficient enforcement was the most cited driver of noncompliance, followed by several socio-economic drivers including lack of awareness, livelihood/economic gain, social norms, and ineffective governance. Prohibited fishing in MPAs was often reduced compared to outside areas, as shown by our meta-analysis. However, we found frequent reports and measures of noncompliance globally, and many cases of failed ecological performance attributed primarily to non-compliance (57% of 67 relevant studies). Overall, our synthesis demonstrates that non-compliance continues to be a prevalent issue for MPAs. Reducing non-compliance and ensuring effective MPAs will rely on continuous evaluation of non-compliance to inform adaptive management, as well as addressing the complex, interrelated drivers that arise throughout MPA planning, establishment, and management.",0,2021,10.1016/j.biocon.2021.108992,WOS:000632912000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,drivers of non compliance,
14,out,out,,WoS,no,J,"Picone, F; Buonocore, E; Chemello, R; Russo, GF; Franzese, PP","Picone, F.; Buonocore, E.; Chemello, R.; Russo, G. F.; Franzese, P. P.",Exploring the development of scientific research on Marine Protected Areas: From conservation to global ocean sustainability,ECOLOGICAL INFORMATICS,,"Marine Protected Areas (MPAs) are playing a central role in the achievement of ocean sustainability and, since 2000, their global coverage has increased over ten times. The success of MPAs, and therefore the delivery of their potential outcomes for human well-being and global sustainability, requires multi-disciplinary, holistic, and comprehensive approaches for its achievement. In this study, the global scientific literature on MPAs was quantitatively reviewed through bibliometrics approaches, investigating patterns and trends in its development over time. In particular, bibliometric network and citation burst analyses of keywords were performed using VOSviewer and CiteSpace software. The bibliographic search on the Scopus and Web of Science databases resulted in a total number of 5908 and 6036 scientific documents published on MPAs. The network analysis of the keywords co-occurrence produced four main clusters whose connections and overlapping showed a multidisciplinary structure of MPA science, in which the ecological, social, and economic domains of research are strongly interlinked. Temporal analyses showed a recent focus on topics related to the social-ecological systems theory (e.g., ecosystem services, marine spatial planning, governance, and small-scale fisheries) suggesting that newer research lines recognize the importance of integrating the ?human dimension? in conservation and sustainability studies. Overall, the results of both the performed bibliometric analyses pointed out the evolution of MPA science from the conventional concept of ?marine reserves? to a broader scope integrating ecological, economic, and social aspects. In conclusion, MPA research is timely responding to the identification of MPAs as ocean sustainability tools, opening MPA science to multi-disciplinary research lines by linking the ecological and socio-economic dimensions of sustainability. MPA research is expected to play a crucial role in generating the interdisciplinary scientific knowledge needed to fully contribute to global ocean sustainability and human wellbeing.",0,2021,10.1016/j.ecoinf.2020.101200,WOS:000632609300001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,evolution of research thematics concerning MPAs,
15,out,out,,WoS,no,J,"Le Corre, N; Saint-Pierre, A; Hughes, M; Peuziat, I; Cosquer, A; Michot, T; Bernard, N","Le Corre, Nicolas; Saint-Pierre, Aude; Hughes, Michael; Peuziat, Ingrid; Cosquer, Alix; Michot, Thierry; Bernard, Nicolas",Outdoor recreation in French Coastal and Marine Protected Areas. Exploring recreation experience preference as a way for building conservation support,JOURNAL OF OUTDOOR RECREATION AND TOURISM-RESEARCH PLANNING AND MANAGEMENT,,"Outdoor recreation research has long recognized the need to understand user motivations as an essential aspect of natural protected area management. The well-established Recreation Experience Preference scale provides a useful framework for understanding motivations but very few studies have applied the REP scale to coastal and marine protected areas (CMPA). Applying the REP scale in a coastal and marine context is of interest considering the different characteristics, constraints and management compared to terrestrial protected areas. This paper explores the motivational aspects of 1000 recreational users of French CMPAs. Past research indicates French CMPAs are characterized by a low public visibility and few perceived benefits as a place to recreate. An onsite, face to face questionnaire gathered recreational user motivation data subsequently analyzed using the REP scale domains. REP domains were characterized by four main domains: Enjoy nature, Escape personalsocialpressures, Achievement/stimulation and Physical fitness. A standardized clustering procedure was used to identify groups of respondents with similar patterns of REP response. It suggested partitioning the motivations into four segments: Solitaries, Antistress performers,Socialisers and Explorers. Based on these findings, authors discuss the relevance of the REP concept and its management implications as a way for building community support vital to achieving CMPA conservation goals.",0,2021,10.1016/j.jort.2020.100332,WOS:000632549900010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,why people visit MPAs,
768,in,in,,other,yes,J,Oikonomou,Oikonomou,"Integrating Conservation and Development at the National Marine Park of Alonissos, Northern Sporades, Greece: Perception and Practice",,,,,2008,,,field,perception,2005,MPA,Alonissos,13,old,1992,PPA,,75,2265,large,yes,state,Greece,temperate,Europe,Mediterranean,mix,,,fish,mix,fished,,,,tourism,agency,,user rights,neutral,yes,% interviewees,table 3,,,,,,,,,,,,,,,,,,,,,,
768,in,in,,other,yes,J,Oikonomou,Oikonomou,"Integrating Conservation and Development at the National Marine Park of Alonissos, Northern Sporades, Greece: Perception and Practice",,,,,2008,,,field,perception,2005,MPA,Alonissos,13,old,1992,PPA,,75,2265,large,yes,state,Greece,temperate,Europe,Mediterranean,mix,,,fish,mix,fished,,,,coastal community,information,local,MPA knowledge,neutral,yes,% interviewees,table 3,,,,,,,,,,,,,,,,,,,,,,
768,in,in,out,other,yes,J,Oikonomou,Oikonomou,"Integrating Conservation and Development at the National Marine Park of Alonissos, Northern Sporades, Greece: Perception and Practice",,,,,2008,,,field,perception,2005,MPA,Alonissos,13,old,1992,PPA,,75,2265,large,yes,state,Greece,temperate,Europe,Mediterranean,mix,,,fish,mix,fished,,,,tourism,assets,economic,income,positive,yes,% interviewees,table 3,,,,,,,,,,,,,,,,,,,,,,
