ID,OUTabstract,OUTtext,outMA,comment/justification out,source,PDF,Publication Type,Authors,Authors Full Name,Title,Source Title,Conference Title,Abstract,"Times Cited, All Databases",year,DOI,UT (Unique WOS ID),studytype,design,datayear,protection type,MPAname,MPAage,Age,MPAcreation,MPAprotection,MPAscore,FPAsize,MPAsize,Size,enforcement,country,climate,continent,ocean,ecosystem,subgroup,socioeco,taxon,species,target,predator,fishery,governance,stakeholder,mechanism,outcome,subindicator,indicator,data origin,direction,quantitative,unit,error type,BeforeMPA_value,BeforeMPA_samplesize,BeforeMPA_errorRaw,BeforeMPA_SD,BeforeControl_value,BeforeControl_samplesize,BeforeControl_errorRaw,BeforeControl_SD, AfterMPA_value,AfterMPA_samplesize,AfterMPA_errorRaw,AfterMPA_SD,AfterControl_value,AfterControl_samplesize,AfterControl_errorRaw,AfterControl_SD,ei,vei,general comment
168,in,in,out,CV data not available and inconsistency in calculating them from time series when not done for others ,other,yes,J,Babcok et al,Babcok et al,Decadal trends in marine reserves reveal differential rates of change in direct and indirect effects,.,,,,2010,,,field,CI,1975-2005,MPA,Leigh,30,old,1975,fully,3,5.56,5.56,medium,NA,New Zealand,subtropical,Oceania,Tasman sea,mix,NA,ecological,mix,mix,mix,mix,,,,variability,,coefficient of variation,stability,figure 1 & 2,ambiguous,,,,,,,,,,,,,,,,,,,,,,
12,out,out,out,no variability assessment,WoS,,J,"Medina, Megan; Estes, Cara; Best, Benjamin; Stallings, Christopher D.; Montes, Enrique; McEachron, Lucas G.; Muller-Karger, Frank E.","Medina, Megan; Estes, Cara; Best, Benjamin; Stallings, Christopher D.; Montes, Enrique; McEachron, Lucas G.; Muller-Karger, Frank E.","REEF-FISH ABUNDANCE, BIOMASS, AND BIODIVERSITY INSIDE AND OUTSIDE NO-TAKE MARINE ZONES IN THE FLORIDA KEYS NATIONAL MARINE SANCTUARY: 1999-2018",OCEANOGRAPHY,,"Observations from the Reef Visual Census program in the Florida Keys National Marine Sanctuary (FKNMS) between 1999 and 2018 were used as a US Marine Biodiversity Observation Network case study to assess whether differences in biodiversity metrics (abundance, biomass, richness, Simpson diversity, and functional diversity) occurred across regions with different habitat types (high-relief, linear, and patch reefs), protection levels (no-take and unprotected zones), and types of protected zones. Protected areas had higher reef-fish biomass compared to unprotected areas at the beginning of the observation period, but these metrics decreased over time. We did not detect an effect of size of no-take marine zones, but rather found that large (18.7 km(2)) and small (average of 0.85 km(2)) areas had similar reef-fish abundance, biomass, and diversity indices. High-relief reef habitats had the greatest reef-fish abundance (20%-30%) and species richness (similar to 20%), and nearly twice the biomass of other habitat strata, but biomass decreased 20%-30% in linear and patch reefs after 2007. Although high-relief reefs are important for biodiversity conservation and restoration, policies should address the decline in fish abundance, biomass, and diversity observed throughout the FKNMS. Monitoring should be sustained to support policies and respond to changing conditions related to climate change and resource use.",0,2021,10.5670/oceanog.2021.214,WOS:000713424900002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variability,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,in,out,out,no control,WoS,yes,J,"Forrest, J. A. H.; Bouchet, P. J.; Barley, S. C.; McLennan, A. G.; Meeuwig, J. J.","Forrest, J. A. H.; Bouchet, P. J.; Barley, S. C.; McLennan, A. G.; Meeuwig, J. J.",True blue: Temporal and spatial stability of pelagic wildlife at a submarine canyon,ECOSPHERE,,"In coastal systems, marine-protected areas (MPAs) have been shown to increase the diversity, abundance, and biomass of wildlife assemblages as well as their resilience to climate change. The effectiveness of pelagic MPAs is less clear, with arguments against their establishment typically based on the highly mobile nature of pelagic taxa. We used mid-water stereo-baited remote underwater video systems (stereo-BRUVS) and spatial predictive models to characterize the pelagic wildlife assemblage at the head of the Perth Canyon, one of the largest submarine canyons in Australia, over a 7-yr period (2013-2019). The total number of unique taxa and mean values of taxonomic richness, abundance, fork length, and biomass demonstrated strong interannual stability, although mean taxonomic richness and abundance were significantly lower in 2018 relative to other years. Seasonal variability was absent in 2016, but in 2018, taxonomic richness and abundance were three times greater in the Austral spring than in the autumn. Some mobile megafauna were only recorded at the Perth Canyon Marine Park (PCMP) in the autumn, suggesting a seasonal component to their occurrence. The fine-scale distribution of pelagic taxa at the canyon head was largely stable over time, with many areas of higher relative probability of presence located outside protected zones. Despite a degree of variability that may relate to the effect of the El Nino Southern Oscillation on the Leeuwin Current, the PCMP assemblage demonstrates a relatively high degree of spatiotemporal stability. Stronger protection of the PCMP (IUCN II or higher) would potentially improve conservation outcomes for many species of pelagic wildlife.",2,2021,10.1002/ecs2.3423,WOS:000636318200014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variability,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,out,out,out,model,WoS,,J,"Moussaoui, Ali; Auger, Pierre","Moussaoui, Ali; Auger, Pierre",A bioeconomic model of a fishery with saturated catch and variable price: Stabilizing effect of marine reserves on fishery dynamics,ECOLOGICAL COMPLEXITY,,"In this paper, we study a mathematical bio-economic model of a fishery with varying price. The three dimen-sional model describes the time evolution of the resource, the fishing effort and the price. The model is original because it considers a nonlinear harvesting function assumed to depend upon stock size and fishing effort with a saturation effect with respect to the resource as well as a price equation depending on demand and supply which is in addition proportional to price. Assuming that the price varies at a fast time scale, we are able to use ?ag-gregation of variables methods? in order to reduce the model in a two dimensional model at a slow time scale. This aggregated (reduced) model is analyzed. Several numerical simulations of the model are performed to substantiate our analytical findings. The existence of nonlinear harvesting makes the dynamics of the model more complicated, including multiple equilibria, bi-stability and limit cycle. Such large amplitude cycle varia-tions are not desirable because they generate periods of overfishing at periods of very low activity. We then study the effects of marine reserves on the dynamics of the fishery, showing that for an adequate number of small reserves, limit cycle oscillations are switched off.",1,2021,10.1016/j.ecocom.2020.100906,WOS:000632600400006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variability,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,out,out,out,no MPAs,WoS,,J,"Valsecchi, S.; Lanfredi, C.; Azzellino, A.; Savini, A.; Bracchi, V. A.; Marchese, F.; Hancock, J.; Rees, R.; Perez, C. Canovas","Valsecchi, S.; Lanfredi, C.; Azzellino, A.; Savini, A.; Bracchi, V. A.; Marchese, F.; Hancock, J.; Rees, R.; Perez, C. Canovas","Analysis of the temporal and spatial variability of whale shark (Rhincodon typus) aggregation in the South Ari Marine Protected Area, Maldives, Indian Ocean",EUROPEAN ZOOLOGICAL JOURNAL,,"Whale sharks are known to aggregate in coastal areas. In the South Ari Marine Protected Area (Maldives) a aggregation, mostly represented by young males with a high level of residency, has been described in the literature. Despite the worldwide interest in the natural resources of the Maldives, this population is increasingly subjected to anthropogenic pressure and major concern regards the flourishing tourist industry. In this study, data collected by the Maldives Whale Shark Research Programme between 2014 and 2017 have been used to detect both temporal and spatial patterns of occurrence. Favourable environmental conditions to visually detect whale sharks have been defined for the studied area. Accordingly, a total of 1077 shark encounters have been analysed in this study. Environmental conditions (i.e. sea surface temperature, monsoon occurrence) have been used to detect possible factors affecting the spatial and temporal variability of Rhincodon typus aggregations. A two-way ANOVA has been performed to detect temporal trends in animal occurrence, sea surface temperature pattern and to investigate the sea bottom depth variability during encounters. Significant differences in the monthly occurrence of whale sharks within the same year and among different years have been detected. Similar patterns have been observed for environmental parameters such as sea surface temperature and depth. A different spatial distribution has also been detected as a function of the Indian Monsoon reversal (north-eastern and south-western) affecting the area. During the northeast monsoon period, whale sharks appeared to concentrate in a smaller longitudinal range closer to the western-central part of the MPA, where deeper water conditions occur due to the proximity of a deep depression (submarine canyon). Results from this study provide new pieces of information for the implementation of dedicated management actions to protect the whale sharks population inhabiting the South Ari Marine Protected Area.",0,2021,10.1080/24750263.2021.1922523,WOS:000662690300001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variability,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,in,out,out,no measure of temporal variability or stability,WoS,yes,J,"McClanahan, Timothy R.; Friedlander, Alan M.; Graham, Nicholas A. J.; Chabanet, Pascale; Bruggemann, J. Henrich","McClanahan, Timothy R.; Friedlander, Alan M.; Graham, Nicholas A. J.; Chabanet, Pascale; Bruggemann, J. Henrich",Variability in coral reef fish baseline and benchmark biomass in the central and western Indian Ocean provinces,AQUATIC CONSERVATION-MARINE AND FRESHWATER ECOSYSTEMS,,"1. Reef fish biomass is increasingly recognized as a key indicator of fishery and biodiversity status linked to ecosystem integrity on coral reefs, and yet the evaluation of appropriate baselines for biomass, and what drives variation in potential baselines, is sparse.2. Variability in reef fishable biomass was assessed to test for the existence of baselines or benchmarks (B&Bs), based on field studies of 223 reef sites in remote uninhabited reefs, in high-compliance closures of >5 km(2), and among the increasing number of small and recent closures.3. The purpose of the study was to examine the effects of human habitation, travel time and distance to cities, habitat, depth, benthic cover, and environmental variables on fish B&Bs.4. There were large differences in the three categories of 'no fishing', with human habitation being the single best predictor of biomass. In remote areas without people (>9 hours of travel time), fish biomass had a mean of 2,450 kg ha(-1) (95% confidence interval, 95% CI, 2,130-2,770 kg ha(-1); median = 1,885 kg ha(-1)).5. In these remote areas, biomass was weakly associated with human travel time to the site and, to a lesser extent, wave energy. In high-compliance closures, fish biomass peaked at 20 years and 5-10 km(2), and levelled at 910 kg ha(-1) (95% CI 823-989 kg ha(-1)) for both closure age and size. There was little evidence that human travel time and environmental factors influenced biomass greatly in these established closures. In small and recent closures (<15 years), habitat, depth and closure age were the best predictors of fish biomass.6. Based on the weakness of environmental factors, country or site-specific B&Bs are not required in these two provinces. However, human habitation in the seascape as well as the size and age of closures set limits to the maximum achievable biomass. The importance of environmental factors increases as the no-fishing areas and closure times decline. Reef wilderness is not widespread in these provinces, but provides key services and therefore needs to be included in conservation and fisheries policy and management goals.",4,2021,10.1002/aqc.3448,WOS:000575016800001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variability,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,out,out,out,impact of fishing on herbivory biomass changes,WoS,,J,"Russ, Garry R.; Rizzari, Justin R.; Abesamis, Rene A.; Alcala, Angel C.","Russ, Garry R.; Rizzari, Justin R.; Abesamis, Rene A.; Alcala, Angel C.",Coral cover a stronger driver of reef fish trophic biomass than fishing,ECOLOGICAL APPLICATIONS,,"An influential paradigm in coral reef ecology is that fishing causes trophic cascades through reef fish assemblages, resulting in reduced herbivory and thus benthic phase shifts from coral to algal dominance. Few long-term field tests exist of how fishing affects the trophic structure of coral reef fish assemblages, and how such changes affect the benthos. Alternatively, benthic change itself may drive the trophic structure of reef fish assemblages. Reef fish trophic structure and benthic cover were quantified almost annually from 1983 to 2014 at two small Philippine islands (Apo, Sumilon). At each island a No-Take Marine Reserve (NTMR) site and a site open to subsistence reef fishing were monitored. Thirteen trophic groups were identified. Large planktivores often accounted for >50% of assemblage biomass. Significant NTMR effects were detected at each island for total fish biomass, but for only 2 of 13 trophic components: generalist large predators and large planktivores. Fishing-induced changes in biomass of these components had no effect on live hard coral (HC) cover. In contrast, HC cover affected biomass of 11 of 13 trophic components significantly. Positive associations with HC cover were detected for total fish biomass, generalist large predators, piscivores, obligate coral feeders, large planktivores, and small planktivores. Negative associations with HC cover were detected for large benthic foragers, detritivores, excavators, scrapers, and sand feeders. These associations of fish biomass to HC cover were most clear when environmental disturbances (e.g., coral bleaching, typhoons) reduced HC cover, often quickly (1-2 yr), and when HC recovered, often slowly (5-10 yr). As HC cover changed, the biomass of 11 trophic components of the fish assemblage changed. Benthic and fish assemblages were distinct at all sites from the outset, remaining so for 31 yr, despite differences in fishing pressure and disturbance history. HC cover alone explained similar to 30% of the variability in reef fish trophic structure, whereas fishing alone explained 24%. Furthermore, HC cover affected more trophic groups more strongly than fishing. Management of coral reefs must include measures to maintain coral reef habitats, not just measures to reduce fishing by NTMRs.",11,2021,10.1002/eap.2224,WOS:000574574400001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variability,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,in,out,out,pdf requested,WoS,no,J,"Jenkinson, Ryan S.; Hovel, Kevin A.; Dunn, Robert P.; Edwards, Matthew S.","Jenkinson, Ryan S.; Hovel, Kevin A.; Dunn, Robert P.; Edwards, Matthew S.","Biogeographical variation in the distribution, abundance, and interactions among key species on rocky reefs of the northeast Pacific",MARINE ECOLOGY PROGRESS SERIES,,"Macroecological research over large latitudinal gradients can reveal broad-scale patterns that provide context for local-scale studies and insight into relevant scales of variation in community structure. Grazing by sea urchins is one of numerous physical and biotic factors that leads to geographic variation in community structure on rocky reefs worldwide. We describe patterns of abundance, distribution, and trophic interactions of urchins and their predators on subtidal rocky reefs across much of their range in the northeast Pacific Ocean. Surveys and tethering experiments were conducted between Point Conception, California, USA, and Bahia Asuncion, Baja California Sur, Mexico, including both fished areas and marine protected areas (MPAs). Variability in abundance was greatest at the smallest spatial scales (transects and sites) rather than the largest spatial scale (regions); however, we found correlative evidence of region-wide top-down control in which higher densities of predators (primarily spiny lobsters) led to increased abundances of kelp Macrocystis pyrifera. Similarly, urchin survival varied regionally, with survival rates increasing from south to north. The effect of MPAs was less clear: species abundances varied between individual MPAs, but there were no clear differences in urchin survival between MPAs and fished areas. Community structure of rocky reefs in this region varies substantially among sites and appears to be driven in some locations by predators and in others by factors that obscure the importance of trophic interactions. Our study provides empirical evidence of the variability in top-down forcing in these communities and cautions against making broad generalizations based on inferences from local-scale studies.",1,2020,10.3354/meps13437,WOS:000621222200004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variability,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,in,out,out,no indicator-informed conclusion on more or less stability/variability in MPA,WoS,yes,J,"Anderson, Antonio B.; Joyeux, Jean-Christophe; Floeter, Sergio R.","Anderson, Antonio B.; Joyeux, Jean-Christophe; Floeter, Sergio R.","Spatiotemporal variations in density and biomass of rocky reef fish in a biogeographic climatic transition zone: trends over 9 years, inside and outside the only nearshore no-take marine-protected area on the southern Brazilian coast",JOURNAL OF FISH BIOLOGY,,"Biogeographical transition zones are important areas to investigate evolutionary ecological questions, but long-term population monitoring is needed to better understand ecological processes that govern population variations in such edge environments. The southernmost Brazilian rocky reefs are the southern limit of distribution for 96% of the tropical ichthyofauna of the western Atlantic. The Arvoredo Marine Biological Reserve is the only nearshore no-take marine-protected area (MPA) located in this transition zone. The main aim was to investigate how the populations of rocky reef fish species vary in density and biomass in space and over time, inside and outside the Arvoredo MPA. This study presents results based on a 9 year (2008-2017) underwater visual census monitoring study to evaluate the density and biomass of key fish species. Variations in density and biomass were detected for most species. Factors and mechanisms that may have influenced spatial variation are habitat structural complexity and protection from fisheries. Temporal variations, otherwise, may have been influenced by species proximity to their distributional limit, in synergy with density-dependent mechanisms and stochastic winter temperature oscillations. The MPAs harbour higher density and biomass for most species. Nonetheless, a prominent temporal decline in the recruitment ofEpinephelus marginatuscalls into question the continuous effectiveness of the MPA.",2,2020,10.1111/jfb.14441,WOS:000559913400001,field,,,,,,,,,,,,,,,,,,,,,,,,,,,,variability,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,out,out,out,no assessment of temporal variability,WoS,,J,"Fernandez-Chacon, Albert; Villegas-Rios, David; Moland, Even; Baskett, Marissa L.; Olsen, Esben M.; Carlson, Stephanie M.","Fernandez-Chacon, Albert; Villegas-Rios, David; Moland, Even; Baskett, Marissa L.; Olsen, Esben M.; Carlson, Stephanie M.",Protected areas buffer against harvest selection and rebuild phenotypic complexity,ECOLOGICAL APPLICATIONS,,"Harvest mortality typically truncates the harvested species' size structure, thereby reducing phenotypic complexity, which can lead to reduced population productivity, increased population variability, and selection on an array of life history traits that can further alter these demographic processes. Marine protected areas (MPAs) are a potential tool to protect older, larger individuals and therefore mitigate such ecological and evolutionary effects of harvest, depending on the degree of connectivity among areas. Such MPA protection relies on a shift in size-dependent mortality, the measurement of which can therefore serve as an early indicator of whether MPAs might achieve the desired longer-term ecological and evolutionary responses. We directly measured MPA effects on size-selective mortality and associated size structure using mark-recapture data on European lobster (Homarus gammarus) collected at three MPA-control area pairs in southern Norway during one decade (n = 5,943). Mark-recapture modeling, accounting for variation in recapture probabilities, revealed (1) that annual mean survival was higher inside MPAs (0.592) vs. control areas (0.298) and (2) that significant negative relationships between survival and body size occurred at the control areas but not in the MPAs, where the effect of body size was predominantly positive. Additionally, we found (3) that mean and maximum body size increased over time inside MPAs but not in control areas. Overall, our results suggest that MPAs can rebuild phenotypic complexity (i.e., size structure) and provide protection from harvest selection.",2,2020,10.1002/eap.2108,WOS:000546936900002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variability,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,in,in,out,CV data not available and inconsistency in calculating them from time series when not done for others ,other,yes,J,Babcok et al,Babcok et al,Decadal trends in marine reserves reveal differential rates of change in direct and indirect effects,.,,,,2010,,,field,CI,1992-2007,MPA,Maria Island,15,old,1992,fully,2.75,NA,12.3,medium,NA,Australia,temperate,Oceania,Tasman sea,mix,NA,ecological,mix,mix,mix,mix,,,,variability,,coefficient of variation,stability,figure 1 & 2,ambiguous,,,,,,,,,,,,,,,,,,,,,,
22,out,out,out,no MPAs,WoS,,J,"Garcia Alonso, Virginia A.; Brown, Daniel R.; Pajaro, Marcelo; Capitanio, Fabiana L.","Garcia Alonso, Virginia A.; Brown, Daniel R.; Pajaro, Marcelo; Capitanio, Fabiana L.",Growing Up Down South: Spatial and Temporal Variability in Early Growth of Fuegian Sprat Sprattus fuegensis From the Southwest Atlantic Ocean,FRONTIERS IN MARINE SCIENCE,,"The Fuegian sprat Sprattus fuegensis represents one of the most important pelagic resources in the Southwest Atlantic Ocean (SWAO), exerting a crucial ecological role as an intermediary link in Patagonian food webs. Otolith microstructure of 217 age-0 sprats were analyzed aiming to characterize growth patterns and possible environmental effects over them. Samples were gathered during three oceanographic surveys (spring 2014; autumns 2016, 2017) in Tierra del Fuego (TDF) and the Marine Protected Area Namuncura-Burdwood Bank (MPAN-BB), the first Argentinian open-sea marine protected area. Daily growths (DG) of larvae and post-larvae were estimated by individually modeling size and otolith radius relationships through back-calculation procedures using potential and linear functions, respectively. Increment widths (IW) and DG values and trajectories were assessed for older sprats (i.e., survivors) sampled in the autumn surveys considering the habitat, year sampled and sprats' hatching seasons, and were additionally evaluated in relation to sea-surface temperature (SST). IW and DG trajectories differed primarily according to the habitat sampled and sprats' hatching seasons. Overall, strong coupling was detected between IW and DG trajectories with SST in both habitats. However, statistical assessment on particular comparisons showed that this general trend is not strictly invariant. Even though several results pinpointed a positive correlation between IW and DG with SST, the highest DG were estimated for summer- and autumn-born sprats sampled in 2016 in the MPAN-BB, period and habitat with the lowest SST values. These results unveil a complex relationship between spatial and temporal variability during early growth of Fuegian sprats, supplying relevant information that could be used in the creation of adequate ecosystem based management strategies in the SWAO.",6,2020,10.3389/fmars.2020.00322,WOS:000533861400001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variability,,,,,,,,,,,,,,,,,,,,,,,,,,,
