ID,OUTabstract,OUTtext,outMA,comment,source,PDF,Publication Type,Authors,Authors Full Name,Title,Source Title,Conference Title,Abstract,"Times Cited, All Databases",Publication Year,DOI,UT (Unique ID),studytype,design,datayear,protection type,MPAname,MPAage,age_category,MPAcreation,MPAprotection,FPAsize,MPAsize,size_category,enforcement,country,climate,continent,ocean,ecosystem,taxon,species,target,predator,fishery,governance,stakeholder,mechanism,outcome,indicator,subindicator,data origin,direction,quantitative,unit,errortype,MPAAvalue,MPAA_samplesize,MPAAerror,MPAA_sd,controlA_value,controlA_samplesize,controlA_error,controlA_SD,MPAB_value,MPAB_samplesize,MPAB_error,MPAB_sd,controlB_value,controlB_samplesize,controlB_error,controlB_sd,vei,ei
11,out,out,out,NA,WoS,.,J,,"Yates, Devona C.; Lonhart, Steve, I; Hamilton, Scott L.",Effects of marine reserves on predator-prey interactions in central California kelp forests,MARINE ECOLOGY PROGRESS SERIES,.,"Marine reserves are often designed to increase density, biomass, size structure, and biodiversity by prohibiting extractive activities. However, the recovery of predators following the establishment of marine reserves and the consequent cessation of fishing may have indirect negative effects on prey populations by increasing prey mortality. We coupled field surveys with empirical predation assays (i.e. tethering experiments) inside and outside of 3 no-take marine reserves in kelp forests along the central California coast to quantify the strength of interactions between predatory fishes and their crustacean prey. Results indicated elevated densities and biomass of invertebrate predators inside marine reserves compared to nearby fished sites, but no significant differences in prey densities. The increased abundance of predators inside marine reserves translated to a significant increase in mortality of 2 species of decapod crustaceans, the dock shrimp Pandalus danae and the cryptic kelp crab Pugettia richii, in tethering experiments. Shrimp mortality rates were 4.6 times greater, while crab mortality rates were 7 times greater inside reserves. For both prey species, the time to 50% mortality was negatively associated with the density and biomass of invertebrate predators (i.e. higher mortality rates where predators were more abundant). Video analyses indicated that macro-invertivore fishes arrived 2 times faster to tethering arrays at sites inside marine reserves and began attacking tethered prey more rapidly. The results indicate that marine reserves can have direct and indirect effects on predators and their prey, respectively, and highlight the importance of considering species interactions in making management decisions.",0,2020,10.3354/meps13526,WOS:000621241700009,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,phenotypic,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
12,in,out,out,no phenotypic plasticity indicators,WoS,yes,J,,"Denley, Danielle; Metaxas, Anna; Scheibling, Robert","Subregional variation in cover and diversity of hard coral (Scleractinia) in the Western Province, Solomon Islands following an unprecedented global bleaching event",PLOS ONE,.,"Coral reefs are critically important marine ecosystems that are threatened worldwide by cumulative impacts of global climate change and local stressors. The Solomon Islands comprise the southwestern boundary of the Coral Triangle, the global center of coral diversity located in the Indo-Pacific, and represent a bright spot of comparatively healthy coral reef ecosystems. However, reports on the status of coral reefs in the Solomon Islands are based on monitoring conducted at 5 stations in 2003-2004 and 2006-2007, with no information on how corals in this region have responded to more recent global bleaching events and other local stressors. In this study, we compare reef condition (substrate composition) and function (taxonomic and morphological diversity of hard corals) among 15 reefs surveyed in the Western Province, Solomon Islands that span a range of local disturbance and conservation histories. Overall, we found high cover of live hard coral (15-64%) and diverse coral assemblages despite an unprecedented 36-month global bleaching event in the three years leading up to our surveys in 2018. However, there was significant variation in coral cover and diversity across the 15 reefs surveyed, suggesting that impacts of global disturbance events are moderated at smaller scales by local anthropogenic factors (fisheries extraction, land-use impacts, marine management) and environmental (hydrodynamics) conditions. Our study provides evidence that relatively healthy reefs persist at some locations in the Solomon Islands and that local stewardship practices have the potential to impact reef condition at subregional scales. As coral reef conservation becomes increasingly urgent in the face of escalating cumulative threats, prioritising sites for management efforts is critical. Based on our findings and the high dependency of Solomon Islanders on coral reef ecosystem services, we advocate that the Western Province, Solomon Islands be considered of high conservation priority.",0,2020,10.1371/journal.pone.0242153,WOS:000593946900040,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,phenotypic,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
13,in,out,out,phenotypic trait studied is size,WoS,yes,J,,"Cramer, Mathias T.; Fidler, Robert Y.; Penrod, Louis M.; Carroll, Jessica; Turingan, Ralph G.",A spatiotemporal comparison of length-at-age in the coral reef fishAcanthurus nigrofuscusbetween marine reserves and fished reefs,PLOS ONE,.,"Quantitative assessments of the capacity of marine reserves to restore historical fish body-size distributions require extensive repeated sampling to map the phenotypic responses of target populations to protection. However, the no take status of marine reserves oftentimes precludes repeated sampling within their borders and, as a result, our current understanding of the capacity of marine reserves to restore historical body-size distributions remains almost entirely reliant on independent, static visual surveys. To overcome this challenge, we promote the application of a traditional fisheries tool known as a back-calculation, which allows for the estimation of fish body lengths from otolith annuli distances. This practical application was pursued in this study, using data collected in five marine reserves and adjacent fished reefs in the Philippines, to investigate spatiotemporal disparities in length-at-age of the brown surgeonfish,Acanthurus nigrofuscus. The spatial component of our analyses revealed that 1)A.nigrofuscuswere phenotypically similar between marine reserves and fished reefs during their early life history; 2) marine reserve and fished reef populations diverged into significantly different length-at-age morphs between ages three and six, in which protected fish were predominantly larger than conspecifics in fished reefs; and 3)A.nigrofuscusreturned to a state of general phenotypic similarity during later life. The temporal component of our analyses revealed that younger generations ofA.nigrofuscusexhibited significant, positive year effects that were maintained until age eight, indicating that, within the significant age cohorts, younger generations were significantly larger than older generations.",0,2020,10.1371/journal.pone.0239842,WOS:000576267900012,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,phenotypic,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
14,in,out,out,phenotypic trait studied is size,WoS,yes,J,,"Payet, Samuel D.; Lowe, Jake R.; Mapstone, Bruce D.; Pratchett, Morgan S.; Sinclair-Taylor, Tane H.; Taylor, Brett M.; Waldie, Peter A.; Harrison, Hugo B.","Comparative demography of commercially important species of coral grouper, Plectropomus leopardus and P. laevis, from Australia's great barrier reef and Coral Sea marine parks",JOURNAL OF FISH BIOLOGY,.,"Understanding the spatial and environmental variation in demographic processes of fisheries target species, such as coral grouper (Genus:Plectropomus), is important for establishing effective management and conservation strategies. Herein we compare the demography ofPlectropomus leopardusandP. laevisbetween Australia's Great Barrier Reef Marine Park (GBRMP), which has been subject to sustained and extensive fishing pressure, and the oceanic atolls of Australia's Coral Sea Marine Park (CSMP), where there is very limited fishing for reef fishes. Coral grouper length-at-age data from contemporary and historical otolith collections across 9.4 degrees of latitude showed little difference in lifetime growth between GBRMP and CSMP regions.Plectropomus laevispopulations in GBRMP reefs had significantly higher rates of total mortality than populations in the CSMP. Mean maximum lengths and mean maximum ages ofP. laeviswere also smaller in the GBRMP than in the CSMP, even when considering populations sampled within GBRMP no-take marine reserves (NTMRs).Plectropomus leopardus, individuals were on average smaller on fished reefs than NTMRs in the GBRMP, but all other aspects of demography were broadly similar between regions despite the negligible levels of fishing pressure in the CSMP. Similarities between regions in growth profiles and length-at-age comparisons ofP. laevisandP. leopardussuggest that the environmental differences between the CSMP and the GBRMP may not have significant impacts on lifetime growth. Our results show that fishing may have influenced the demography of coral grouper on the GBR, particularly for the slower growing and longer lived species,P. laevis.",3,2020,10.1111/jfb.14491,WOS:000564295300001,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,phenotypic,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
15,in,out,out,not relevant,WoS,yes,J,,"McClanahan, T. R.",Decadal turnover of thermally stressed coral taxa support a risk-spreading approach to marine reserve design,CORAL REEFS,.,"Coral reef communities exposed to rapid temperature rises and frequent thermal anomalies were evaluated for taxonomic turnover via presence/absence information over a 27-year period experiencing large changes in the dominant taxa. Temporal turnover of the taxa within sites was consistently high (similar to 40%) due to both inter-annual episodic and directional changes. Turnover with time displayed a rapid increase and slow decline after sequential cool and warm thermal anomalies between 1996 and 1998. Subsequent warm temperature anomalies caused fewer broad-scale changes. Directional change for all sites combined indicated three overall gains and losses in taxa-Montipora being the only dominant taxon that declined in both abundance and presence/absence. The studied marine reserves had higher local but lower between-site taxonomic richness than fished reefs. Despite similar mean turnover, there were fewer gains than losses in marine reserves (7 gains and 20 losses in 5 sites) than fished sites (16 gains and 15 losses in 7 sites). Changes in taxonomic cover and presence/absence turnover data were not correlated, indicating that turnover detects finer scale taxonomic change likely to be missed when the cover of the dominant taxa is evaluated-especially in the higher richness marine reserves. High spatial richness, community change, and thermal acclimation in these shallow reef lagoons may have prevented higher net losses of taxa. Consequently, the probabilities of reducing local extirpations of taxa may be best achieved by planning and management that promotes spreading more evenly-spread access restrictions to reef areas with high between-site diversity rather than focusing restrictions to sites with high within-site diversity.",2,2020,10.1007/s00338-020-01984-w,WOS:000555398000001,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,phenotypic,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
16,in,out,out,"demographic changes resulting from cessation of fiishing (size, age, growth, mass)",WoS,yes,J,,"Mehta, Rita S.; Dale, Katherine E.; Higgins, Benjamin A.","Marine Protection Induces Morphological Variation in the California Moray, Gymnothorax mordax",INTEGRATIVE AND COMPARATIVE BIOLOGY,.,"The effectiveness of marine protected areas (MPAs) on the general health and conservation of species, habitats, and community interactions is of great interest to researchers, managers, and recreationalists. However, the ecological and behavioral diversity of vertebrate predators of southern California kelp forests limits our ability to make general conclusions about MPA effectiveness across a variety of species. Identifying and studying species with extreme feeding habits or prey-capture strategies may offer greater insight into predator-prey relationships and reveal the trophic importance of an animal in the larger community. Moray eels (family Muraenidae) have been shown to have morphological and behavioral adaptations that allow them to consume large prey whole, identifying them as important predators. From 2015 to 2018, we studied the health and feeding behavior of a long-lived, elusive, and benthic kelp forest predator, the California moray eel (Gymnothorax mordax). We trapped eels inside and outside of Blue Cavern Onshore State Marine Conservation Area, an MPA on the northwest side of Santa Catalina Island, CA which prohibits the take of any species. Over 4 years, we captured 1736 eels. Overall, we found that morays were longer, older, heavier, had higher body condition, and were found in greater abundance within the MPA. Although fish comprised the majority of their summer diet, morays outside of the MPA were consuming a more diverse set of fish, while kelp bass comprised more than half of the diet for morays inhabiting the MPA. Additionally, we found that morays within the MPA had larger relative vertical gape distances (VGDs) and narrower heads. Our recapture data support the high site fidelity of morays, indicating that their diet and morphology are influenced by their local community. While the majority of morays are thriving in the MPA, as suggested by their robust sizes and longevity, high abundance appears to result in higher frequencies of cannibalism, the presence of an undescribed disease, and lower growth rates. Our results suggest that the MPA affects the life history of morays and may select for an alternative feeding strategy in which eels develop larger VGDs, smaller adductor muscles, and a specialized diet which is presumably influenced by the local environment. In addition, observations of cannibalistic behavior and species-specific disease provide us with important insight into natural factors that may still regulate populations removed from anthropogenic disturbances such as fishing.",2,2020,10.1093/icb/icaa061,WOS:000582722400024,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,phenotypic,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
17,in,out,out,not after perturbation,WoS,yes,J,,"Bayley, Daniel T., I; Purvis, Andy; Nellas, Angelie C.; Arias, Myrtle; Koldewey, Heather J.",Measuring the long-term success of small-scale marine protected areas in a Philippine reef fishery,CORAL REEFS,.,"Tropical coral reefs are subject to multiple pressures from both natural and anthropogenic sources. These pressures have caused widespread declines in reef health, resulting in the increased use of spatial management tools such as marine protected areas (MPAs). MPAs have proven generally effective if well designed and enforced, but there are limited long-term studies investigating how the presence of small-scale MPAs affects fish populations and reef communities. Using a 12-year time series, we found that small-scale (10-50 ha) community-managed MPAs along the Danajon Bank of the Philippines preserved average fish biomass within their boundaries over time relative to surrounding fished reefs. Unprotected areas are, however, showing significant long-term biomass decline. MPAs were also found to preserve more key trophic groups and larger-bodied commercially targeted reef fish families. Fish biomass of piscivore, scavenger and invertivore trophic groups inside individual MPAs is, however, still declining at a similar rate as outside. Surprisingly, long-term benthic cover and growth form composition were not significantly affected overall by MPA presence, despite the sporadic use of highly destructive dynamite fishing in this region. Coral cover has remained historically low (21-28%) throughout the study, following widespread bleaching mortality. While management tempered overall abundance declines, we found that irrespective of MPA presence, there was a generalised decline of both large- and small-bodied fish size groups across the study region, most steeply within the 20-30 cm length fish, and a shift towards proportionally higher abundances of small (5-10 cm) fish. This indicates a combination of over-exploitation, inadequate MPA size and coverage for larger fish, and the lingering effects of the 1998 bleaching event. Generalised shifts in body size and trophic structure reported here could lead to future reductions in fishery productivity and stability and will be further exacerbated unless broader fishery regulations and enforcement is instated.",1,2020,10.1007/s00338-020-01987-7,WOS:000554334900001,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,phenotypic,.,.,live cover,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
18,in,out,out,unclear MPAs and controls,WoS,yes,J,,Le Doan Dung,The status of coral reefs in central Vietnam's coastal water under climate change,AQUATIC ECOSYSTEM HEALTH & MANAGEMENT,.,"The coral reef ecosystem plays an important role in scientific research and economy. An assessment research on status of the coral reefs was carried out at 6 sites of coastal water from Nghi Son (Thanh Hoa province) to Vung Ro (Khanh Hoa province), Viet Nam between October and December 2015. The research was done using the manta tow method for rapid reef assessment and reef area determination, using reef check for detailed assessment of reef substrate types, etc. 288 species of hard corals under 57 genera and 14 families were identified from the study sites. These species mainly belonged to 4 families, namely Acroporidae, Faviidae, Poritidae and Fungiidae. The research showed the bad condition of the reef at all study sites through such indicators as a low live hard coral cover (average cover of 19.8%), high dead coral cover, recently killed coral, fleshy seaweed, etc. Most of surveyed transects had poor level of hard coral cover, the number of transects having good coral cover was unsignificant. The total reef area of 6 surveyed sites was 809.5 hectares, mainly occupied in Son Tra and Vung Ro. This was the first time coral disease and bleaching widely ranged had been observed and described. However, the reason of this phenomenon has not been mentioned yet and there is a need for more detailed researches on these problems in the coming time to have a basis for protection and management of coral reef ecosystem in Vietnam's coastal water.",1,2020,10.1080/14634988.2020.1819715,WOS:000604758000007,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,phenotypic,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
19,in,out,out,demographic changes resulting from cessation of fiishing (size-selective mortality),WoS,yes,J,,"artero, C.; Murie, D. J.; Koenig, C. C.; Berzins, R.; Bouchon, C.; Lampert, L.",Protected areas buffer against harvest selection and rebuild phenotypic complexity,ECOLOGICAL APPLICATIONS,.,"Harvest mortality typically truncates the harvested species' size structure, thereby reducing phenotypic complexity, which can lead to reduced population productivity, increased population variability, and selection on an array of life history traits that can further alter these demographic processes. Marine protected areas (MPAs) are a potential tool to protect older, larger individuals and therefore mitigate such ecological and evolutionary effects of harvest, depending on the degree of connectivity among areas. Such MPA protection relies on a shift in size-dependent mortality, the measurement of which can therefore serve as an early indicator of whether MPAs might achieve the desired longer-term ecological and evolutionary responses. We directly measured MPA effects on size-selective mortality and associated size structure using mark-recapture data on European lobster (Homarus gammarus) collected at three MPA-control area pairs in southern Norway during one decade (n = 5,943). Mark-recapture modeling, accounting for variation in recapture probabilities, revealed (1) that annual mean survival was higher inside MPAs (0.592) vs. control areas (0.298) and (2) that significant negative relationships between survival and body size occurred at the control areas but not in the MPAs, where the effect of body size was predominantly positive. Additionally, we found (3) that mean and maximum body size increased over time inside MPAs but not in control areas. Overall, our results suggest that MPAs can rebuild phenotypic complexity (i.e., size structure) and provide protection from harvest selection.",2,2020,10.1002/eap.2108,WOS:000546936900002,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,phenotypic,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
20,out,out,out,NA,WoS,.,J,,"Ware, Matthew; Garfield, Eliza N.; Nedimyer, Ken; Levy, Jessica; Kaufman, Les; Precht, William; Winters, R. Scott; Miller, Steven L.",Survivorship and growth in staghorn coral (Acropora cervicornis) outplanting projects in the Florida Keys National Marine Sanctuary,PLOS ONE,.,"Significant population declines in Acropora cervicornis and A. palmata began in the 1970s and now exceed over 90%. The losses were caused by a combination of coral disease and bleaching, with possible contributions from other stressors, including pollution and predation. Reproduction in the wild by fragment regeneration and sexual recruitment is inadequate to offset population declines. Starting in 2007, the Coral Restoration Foundation (TM) evaluated the feasibility of outplanting A. cervicornis colonies to reefs in the Florida Keys to restore populations at sites where the species was previously abundant. Reported here are the results of 20 coral outplanting projects with each project defined as a cohort of colonies outplanted at the same time and location. Photogrammetric analysis and in situ monitoring (2007 to 2015) measured survivorship, growth, and condition of 2419 colonies. Survivorship was initially high but generally decreased after two years. Survivorship among projects based on colony counts ranged from 4% to 89% for seven cohorts monitored at least five years. Weibull survival models were used to estimate survivorship beyond the duration of the projects and ranged from approximately 0% to over 35% after five years and 0% to 10% after seven years. Growth rate averaged 10 cm/year during the first two years then plateaued in subsequent years. After four years, approximately one-third of surviving colonies were >= 50 cm in maximum diameter. Projects used three to sixteen different genotypes and significant differences did not occur in survivorship, condition, or growth. Restoration times for three reefs were calculated based on NOAA Recovery Plan (NRP) metrics (colony abundance and size) and the findings from projects reported here. Results support NRP conclusions that reducing stressors is required before significant population growth and recovery will occur. Until then, outplanting protects against local extinction and helps to maintain genetic diversity in the wild.",15,2020,10.1371/journal.pone.0231817,WOS:000537283500011,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,phenotypic,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
21,out,out,out,NA,WoS,.,J,,"Ng, Chin Soon Lionel; Huang, Danwei; Ben Toh, Kok; Sam, Shu Qin; Kikuzawa, Yuichi Preslie; Toh, Tai Chong; Taira, Daisuke; Chan, Yong Kit Samuel; Hung, Ling Zi Tracy; Sim, Wan Ting; Rashid, Ahmad Rafiuddin; Afiq-Rosli, Lutfi; Ng, Ngan Kee; Chou, Loke Ming",Responses of urban reef corals during the 2016 mass bleaching event,MARINE POLLUTION BULLETIN,.,"Predicting the bleaching responses of corals is crucial in light of frequent heat stress events to manage further losses of biodiversity and ecosystem functioning, especially for reefs impacted by urbanisation. We examined if the coral cover and community at various Singapore sites changed during the 2016 global coral bleaching event. Bleaching prevalence varied widely among sites in June 2016, and was best explained by site and coral species. While some sites were minimally impacted, others registered significant decreases in coral cover and community changes persisting till March 2017, when normal colouration was mostly regained by corals. Bleaching susceptibility was associated with larger corallites in hermaphrodites and smaller corallites in gonochores (probably due to the cost of maintaining dual sexual functions in hermaphrodites), and with increasing proximity between polyps (likely because thermal damage would be less contained among polyps with greater physiological integration). However, bleaching resilience-the capacity to regain baseline pigmentation-was poorly explained by the traits studied. Our findings suggest that the interplay between local conditions and species composition strongly affects bleaching outcomes on urbanised reefs, and underscore the utility of coral traits for predicting bleaching responses to help in formulating appropriate management strategies.",7,2020,10.1016/j.marpolbul.2020.111111,WOS:000528205900067,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,phenotypic,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
