ID,PDF,OUTabstract,OUTtext,outMA,Authors,Author.Full.Names,Title,Abstract,citation,year,source,datayear,studytype,design,COMP,protection,Creation,Age,Size,degradation,country,continent,climate,ocean,ecosystem,species,mechanism,outcome,indicator,strength,direction,quantitative,data origin,unit,error type,BeforeMPAvalue,BeforeMPA_samplesize,BeforeMPAerrorRaw,BeforeMPA_SD,BeforeControlvalue,BeforeControl_samplesize,BeforeControlerrorRaw,BeforeControlSD, AfterMPAvalue,AfterMPA_samplesize,AfterMPAerrorRaw,AfterMPA_SD, AfterControlvalue,AfterControl_samplesize,AfterControlerrorRaw,AfterControl_SD,ei,vei,comment
345,,in,out,out,van Der Heid,,Ecosystem engineering by seagrasses interacts with grazing to shape an intertidal landscape.,,,2012,other,,field,,absolute,,,,,,,,,,seagrass,,coastal protection,elevation,sea level rise,,positive,yes,,,,,,,,,,,,,,,,,,,,,,
346,,in,out,out,"Lee, SY; Primavera, JH; Dahdouh-Guebas, F; McKee, K; Bosire, JO; Cannicci, S; Diele, K; Fromard, F; Koedam, N; Marchand, C; Mendelssohn, I; Mukherjee, N; Record, S","Lee, Shing Yip; Primavera, Jurgene H.; Dahdouh-Guebas, Farid; McKee, Karen; Bosire, Jared O.; Cannicci, Stefano; Diele, Karen; Fromard, Francois; Koedam, Nico; Marchand, Cyril; Mendelssohn, Irving; Mukherjee, Nibedita; Record, Sydne",Ecological role and services of tropical mangrove ecosystems: a reassessment,"Aim To reassess the capacity of mangroves for ecosystem services in the light of recent data. Location Global mangrove ecosystems. Methods We review four long-standing roles of mangroves: (1) carbon dynamics - export or sink; (2) nursery role; (3) shoreline protection; (4) land-building capacity. The origins of pertinent hypotheses, current understanding and gaps in our knowledge are highlighted with reference to biogeographic, geographic and socio-economic influences. Results The role of mangroves as C sinks needs to be evaluated for a wide range of biogeographic regions and forest conditions. Mangrove C assimilation may be under-estimated because of flawed methodology and scanty data on key components of C dynamics. Peri-urban mangroves may be manipulated to provide local offsets for C emission. The nursery function of mangroves is not ubiquitous but varies with spatio-temporal accessibility. Connectivity and complementarity of mangroves and adjacent habitats enhance their nursery function through trophic relay and ontogenetic migrations. The effectiveness of mangroves for coastal protection depends on factors at landscape/geomorphic to community scales and local/species scales. Shifts in species due to climate change, forest degradation and loss of habitat connectivity may reduce the protective capacity of mangroves. Early views of mangroves as land builders (especially lateral expansion) were questionable. Evidence now indicates that mangroves, once established, directly influence vertical land development by enhancing sedimentation and/or by direct organic contributions to soil volume (peat formation) in some settings. Main conclusions Knowledge of thresholds, spatio-temporal scaling and variability due to geographic, biogeographic and socio-economic settings will improve the management of mangrove ecosystem services. Many drivers respond to global trends in climate change and local changes such as urbanization. While mangroves have traditionally been managed for subsistence, future governance models must involve partnerships between local custodians of mangroves and offsite beneficiaries of the services.",251,2014,WoS,,review,,absolute,,,,,,,,,,mangrove,,coastal protection,wave,wave attenuation,wind,positive,,,,,,,,,,,,,,,,,,,,,,,
347,,in,out,out,"Karstens, S; Jurasinski, G; Glatzel, S; Buczko, U","Karstens, Svenja; Jurasinski, Gerald; Glatzel, Stephan; Buczko, Uwe",Dynamics of surface elevation and microtopography in different zones of a coastal Phragmites wetland,"Surface elevation and microtopography of coastal wetlands are important attributes with respect to the adaptation to sea level change. While the total increase in elevation determines if a wetland can keep up with sea level rise, microtopography impacts, inter alia, hydrological patterns, which again drive surface elevation changes. We analyzed the dynamics of surface morphology during the course of one year at five locations along a transect from land (interior zone) to sea (fringe zone) in a coastal Phragmites wetland at the Darss-Zingst Bodden Chain (Southern Baltic Sea) using a modified Surface-Elevation Table. Landwards this wetland is confined by a dyke while the seaward boundary of the wetland is formed by a micro-cliff. A small strip between the interior and the fringe zone is characterized by small basins (basin zone). Surface elevation changes in the wetland interior are mainly driven by its own productivity. Litter accumulation by the dense Phragmites stands is high, but a combination of high organic sediments and water scarcity led to compaction and counteracted vertical accretion. While the surface elevations of the measurement location in the basin zone and one of the locations in the interior zone remained fairly stable (intra-annual changes<+/- 0.8 mm), the other location in the interior showed a drastic decrease in surface elevation (-3.3 cm year(-1)). This large deviation may have been caused by the high spatial variability of sediment organic matter. The micro-cliff eroded constantly (3.7 cm year(-1)); its steepness and surface roughness increased making it more vulnerable to the forces of the sea. The micro-cliff protects the wetland interior from flooding but at the same time suppresses allogenic sediment input. The simple approach to use freely available water level data to predict morphological changes in the fringe zone did not yield significant model results. However, the strong intra-annual variability in elevation change especially in the fringe zone showed that short-term changes may often mask long-term trends. Although we cannot predict long-term developments from our relatively short-term measurements, our results indicate that wetland evolution in such squeezed environments is threatened. In dyked wetlands sediment supply from the land is suppressed and lateral erosion at the seaward edge leads to marsh retreat. None of the measuring locations is currently keeping up with local sea level rise. (C) 2016 Elsevier B.V. All rights reserved.",6,2016,WoS,,field,,absolute,,,,,,,,,,marsh,,coastal protection,elevation,sea level rise,,,,,,,,,,,,,,,,,,,,,,,,,
348,,in,out,out,French,,"Dynamics of sedimentation in a tide-dominated backbarrier salt marsh, Norfolk, UK",,,1993,other,,field,,absolute,,,,,,,,,,marsh,,coastal protection,erosion,sea level rise,,,,,,,,,,,,,,,,,,,,,,,,,
349,,out,out,out,"Alizad, K; Hagen, SC; Medeiros, SC; Bilskie, MV; Morris, JT; Balthis, L; Buckel, CA","Alizad, Karim; Hagen, Scott C.; Medeiros, Stephen C.; Bilskie, Matthew V.; Morris, James T.; Balthis, Len; Buckel, Christine A.",Dynamic responses and implications to coastal wetlands and the surrounding regions under sea level rise,"Two distinct microtidal estuarine systems were assessed to advance the understanding of the coastal dynamics of sea level rise in salt marshes. A coupled hydrodynamic-marsh model (Hydro-MEM) was applied to both a marine-dominated (Grand Bay, Mississippi) and a mixed fluvial/marine (Weeks Bay, Alabama) system to compute marsh productivity, marsh migration, and potential tidal inundation from the year 2000 to 2100 under four sea level rise scenarios. Characteristics of the estuaries such as geometry, sediment availability, and topography, were compared to understand their role in the dynamic response to sea level rise. The results show that the low sea level rise scenario (20 cm) approximately doubled high-productivity marsh coverage in the marine-dominated estuary by the year 2100 due to an equilibrium between the rates of sea level rise and marsh platform accretion. Under intermediate-low sea level rise (50 cm), high-productivity marsh coverage in the year 2100 increased (doubled in the marine-dominated estuary and a seven-fold increase in the mixed estuary) by expanding into higher lands followed by the creation of interior ponds. The results also indicate that marine-dominated estuaries are vulnerable to collapse as a result of low, relatively uniform topography and lack of sediment sources, whereas mixed estuaries are able to expand due to higher elevations and sediment inputs. The results from the higher sea level rise scenarios (the intermediate-high (120 cm) and high (200 cm)) showed expansion of the bays along with marsh migration to higher land, producing a five-fold increase in wetland coverage for the mixed estuary and virtually no net change for the marine-dominated estuary. Additionally, hurricane storm surge simulations showed that under higher sea level rise scenarios, the marine-dominated estuary demonstrated weaker peak stage attenuation indicating that the marsh's ability to dissipate storm surge is sensitive to productivity changes and bay expansion / marsh loss.",22,2018,WoS,,model,,absolute,,,,,,,,,,marsh,,coastal protection,elevation,sea level rise,,,,,,,,,,,,,,,,,,,,,,,,,
350,,in,out,out,"Yang, TY; Chan, IC","Yang, Tze-Yi; Chan, I-Chi",Drag Force Modeling of Surface Wave Dissipation by a Vegetation Field,"In this paper, we explore the use of coastal vegetation as a natural barrier to defend our shoreline from hazards caused by large wind waves, storm surges, and tsunamis. A numerical model based on XBeach is employed to evaluate the wave damping by vegetation. An explicit formula for the required drag coefficient used to help describe the additional force imposed by the vegetation is developed through a series of numerical experiments. Overall, our predictions agree reasonably with available laboratory data in the literature for various incident wave conditions and vegetation configurations. Our analysis suggests that a small unvegetated open space in the middle of a vegetation strip does not have a significant impact on the amount of wave height attenuation at the exit of the vegetated bed.",0,2020,WoS,,field,,absolute,,,,,,,,,,blue carbon,,coastal protection,wave,wave attenuation,,,,,,,,,,,,,,,,,,,,,,,,,
351,,in,out,out,"Feagin, RA; Lozada-Bernard, SM; Ravens, TM; Moller, I; Yeager, KM; Baird, AH","Feagin, R. A.; Lozada-Bernard, S. M.; Ravens, T. M.; Moeller, I.; Yeager, K. M.; Baird, A. H.",Does vegetation prevent wave erosion of salt marsh edges?,"This study challenges the paradigm that salt marsh plants prevent lateral wave-induced erosion along wetland edges by binding soil with live roots and clarifies the role of vegetation in protecting the coast. In both laboratory flume studies and controlled field experiments, we show that common salt marsh plants do not significantly mitigate the total amount of erosion along a wetland edge. We found that the soil type is the primary variable that influences the lateral erosion rate and although plants do not directly reduce wetland edge erosion, they may do so indirectly via modification of soil parameters. We conclude that coastal vegetation is best-suited to modify and control sedimentary dynamics in response to gradual phenomena like sea-level rise or tidal forces, but is less well-suited to resist punctuated disturbances at the seaward margin of salt marshes, specifically breaking waves.",141,2010,WoS,,field,,absolute,,,,,,,,,,marsh,,coastal protection,erosion,sea level rise,,neutral,,,,,,,,,,,,,,,,,,,,,,,
352,,in,out,out,"Das, S","Das, Saudamini",Does mangrove plantation reduce coastal erosion? Assessment from the west coast of India,"Mangroves are believed to stabilize the coastlines by controlling erosion and facilitating sediment deposition. Coastal managers often plant mangroves to counter coastal erosion. The state of Gujarat in West India has planted thousands of hectares of mangroves over the years, and control of coastal erosion has been one of the prime reasons of plantation. This study performed a statistical assessment of the effect of the planted mangroves on the coastline changes in the state from 1990 to 2013. The study utilized geographic information system and remote sensing data to demarcate the areas under erosion and accretion during this period, and then compared these changes with the change in mangrove cover using statistical models. This cross-sectional analysis was conducted at the level of a tehsil, an administrative unit below a district. The results show that mangrove plantation did not decrease erosion, not even after normalizing the coastline changes by the length of the coastline and using controls for physical and anthropogenic features of the tehsils. Tehsils with increased mangrove cover witnessed both increased erosion and accretion, although the latter was much higher. The geophysical features of the area appeared to be the main determinants of coastline changes in Gujarat.",1,2020,WoS,,field,,COMP,,,,,,,,,,mangrove,,coastal protection,erosion,sea level rise,,neutral,,,,,,,,,,,,,,,,,,,,,,,afforestation
353,,in,out,out,Stricklin,,"Do small, patchy, constructed intertidal oyster reefs reduce salt marsh erosion as well as natural reefs?",,,2009,other,,field,,absolute,,,,,,,,,,shell reef,,coastal protection,erosion,sea level rise,wind,positive,yes,,,,,,,,,,,,,,,,,,,,,,
354,,in,out,out,"Baird, AH; Bhalla, RS; Kerr, AM; Pelkey, NW; Srinivas, V","Baird, Andrew H.; Bhalla, Ravinder S.; Kerr, Alexander M.; Pelkey, Neil W.; Srinivas, V.",Do mangroves provide an effective barrier to storm surges?,NA,21,2009,WoS,,field,,absolute,,,,,,,,,,mangrove,,coastal protection,wave,wave attenuation,storm,,,,,,,,,,,,,,,,,,,,,,,,
355,,in,out,out,"Yates, KK; Zawada, DG; Smiley, NA; Tiling-Range, G","Yates, Kimberly K.; Zawada, David G.; Smiley, Nathan A.; Tiling-Range, Ginger",Divergence of seafloor elevation and sea level rise in coral reef ecosystems,"Coral reefs serve as natural barriers that protect adjacent shorelines from coastal hazards such as storms, waves, and erosion. Projections indicate global degradation of coral reefs due to anthropogenic impacts and climate change will cause a transition to net erosion by mid-century. Here, we provide a comprehensive assessment of the combined effect of all of the processes affecting seafloor accretion and erosion by measuring changes in seafloor elevation and volume for five coral reef ecosystems in the Atlantic, Pacific, and Caribbean over the last several decades. Regional-scale mean elevation and volume losses were observed at all five study sites and in 77% of the 60 individual habitats that we examined across all study sites. Mean seafloor elevation losses for whole coral reef ecosystems in our study ranged from -0.09 to -0.8 m, corresponding to net volume losses ranging from 3.4 x 10(6) to 80.5 x 10(6) m(3) for all study sites. Erosion of both coral-dominated substrate and non-coral substrate suggests that the current rate of carbonate production is no longer sufficient to support net accretion of coral reefs or adjacent habitats. We show that regional-scale loss of seafloor elevation and volume has accelerated the rate of relative sea level rise in these regions. Current water depths have increased to levels not predicted until near the year 2100, placing these ecosystems and nearby communities at elevated and accelerating risk to coastal hazards. Our results set a new baseline for projecting future impacts to coastal communities resulting from degradation of coral reef systems and associated losses of natural and socioeconomic resources.",33,2016,WoS,,field,,absolute,,,,,,,,,,coral reef,,coastal protection,elevation,sea level rise,,negative,,,,,,,,,,,,,,,,,,,,,,,
356,,in,out,out,Huang,,Dissipation of wave energy and turbulence in a shallow coral reef lagoon,,,2012,other,,field,,absolute,,,,,,,,,,coral reef,,coastal protection,wave,wave attenuation,,,,,,,,,,,,,,,,,,,,,,,,,
357,,in,out,out,"Kyprioti, AP; Taflanidis, AA; Kennedy, AB","Kyprioti, Aikaterini P.; Taflanidis, Alexandros A.; Kennedy, Andrew B.",Dissipation Effects of Coastal Vegetation on Nearshore Structures under Wave Runup Loading,"Inundation events caused by hurricanes or tsunamis pose a substantial risk to the integrity of coastal infrastructure; however, their impact on the built environment can be greatly altered by natural and anthropogenic obstacles or disturbances to the flow, such as vegetation or neighboring structures. This paper investigates the impact of coastal vegetation on shoreline structural vulnerability due to wave runup loading. Using numerical simulation data, the load (base shear) and momentum flux are computed as a function of vegetation characteristics (length and density) for different excitation intensities (wave heights) at the location of a shoreline structure. This information is then used to estimate structural fragility. Motivated by recent reconnaissance data from Hurricane Matthew in 2016, emphasis is placed on the out-of-plane failure of infill masonry walls. Extension to a different structural typology, that of a reinforced concrete frame, is also discussed. Comparisons between different vegetation characteristics and the bare-earth case demonstrate the wave dissipation and reduction of structural fragility (and therefore ultimately vulnerability) achieved when vegetation is present for the investigated case-study structures. (C) 2020 American Society of Civil Engineers.",1,2021,WoS,,field,,absolute,,,,,,,,,,mangrove,,coastal protection,wave,wave attenuation,tsunami,,,,,,,,,,,,,,,,,,,,,,,,
358,,in,out,out,"MILES, JW",NA,DIFFRACTION OF GRAVITY-WAVES BY A BARRIER-REEF,NA,1981,1981,WoS,,field,,absolute,,,,,,,,,,coral reef,,coastal protection,wave,wave attenuation,wind,positive,,,,,,,,,,,,,,,,,,,,,,,
359,,out,out,out,"Tanaka, N; Nandasena, NAK; Jinadasa, KBSN; Sasaki, Y; Tanimoto, K; Mowjood, MIM","Tanaka, N.; Nandasena, N. A. K.; Jinadasa, K. B. S. N.; Sasaki, Y.; Tanimoto, K.; Mowjood, M. I. M.",Developing effective vegetation bioshield for tsunami protection,"To elucidate the effectiveness and limitations of coastal vegetation for tsunami protection, the impact of vegetation structure on drag forces was analysed using the observed characteristics of reference tree species. The drag coefficient, including the vertical stand structures of trees, Cd-all, and the vegetation thickness per unit area, dNu (d, reference diameter of trees; Nu, number of trees per unit area), varies greatly with different species. Based on data analyses, dense Casuarina equisetifolia and Pandanus odoratissimus grown in beach sand were found to be especially effective in providing protection from tsunami damage due to their density and complex aerial root structure. The breaking moment of trees was investigated as a function of tree diameter. The breaking moment equation of P. odoratissimus explains well the damage caused to trees by the 2004 Indian Ocean tsunami and the 2006 Java tsunami. Numerical simulation indicates that inertia is the dominant force (99.1%) in comparison with the drag force when a wave front collides with a vegetation face, but while the water depth is very shallow and the total force is 6% of the maximum. Drag resistance is the dominant force in reducing both water depth and current velocity, but inertia resistance is active in reducing current velocity only in front of the vegetation. The breaking condition of trees can be discussed by the drag-force moment alone because when the total moment reaches the maximum, the contribution of the inertia moment is in the range of 0.1-0.3%. Considering the limitations of P. odoratissimus in reducing tsunami water depth and the other roles that coastal vegetation can play in mitigating tsunami-related damage, a forest with two layers in the vertical direction of P. odoratissimus and dense C. equisetifolia was found to be effective for increasing drag and trapping floating debris.",47,2009,WoS,,model,,absolute,,,,,,,,,,mangrove,,coastal protection,wave,wave attenuation,tsunami,positive,,,,,,,,,,,,,,,,,,,,,,,
360,,in,out,out,Walles,,"Demography of the ecosystem engineer Crassostrea gigas, related to vertical reef accretion and reef persistence",,,2015,other,,field,,absolute,,,,,,,,,,shell reef,,coastal protection,elevation,sea level rise,,positive,yes,,,,,,,,,,,,,,,,,,,,,,
361,,in,out,out,"Liquete, C; Piroddi, C; Drakou, EG; Gurney, L; Katsanevakis, S; Charef, A; Egoh, B","Liquete, Camino; Piroddi, Chiara; Drakou, Evangelia G.; Gurney, Leigh; Katsanevakis, Stelios; Charef, Aymen; Egoh, Benis",Current Status and Future Prospects for the Assessment of Marine and Coastal Ecosystem Services: A Systematic Review,"Background: Research on ecosystem services has grown exponentially during the last decade. Most of the studies have focused on assessing and mapping terrestrial ecosystem services highlighting a knowledge gap on marine and coastal ecosystem services (MCES) and an urgent need to assess them. Methodology/Principal Findings: We reviewed and summarized existing scientific literature related to MCES with the aim of extracting and classifying indicators used to assess and map them. We found 145 papers that specifically assessed marine and coastal ecosystem services from which we extracted 476 indicators. Food provision, in particular fisheries, was the most extensively analyzed MCES while water purification and coastal protection were the most frequently studied regulating and maintenance services. Also recreation and tourism under the cultural services was relatively well assessed. We highlight knowledge gaps regarding the availability of indicators that measure the capacity, flow or benefit derived from each ecosystem service. The majority of the case studies was found in mangroves and coastal wetlands and was mainly concentrated in Europe and North America. Our systematic review highlighted the need of an improved ecosystem service classification for marine and coastal systems, which is herein proposed with definitions and links to previous classifications. Conclusions/Significance: This review summarizes the state of available information related to ecosystem services associated with marine and coastal ecosystems. The cataloging of MCES indicators and the integrated classification of MCES provided in this paper establish a background that can facilitate the planning and integration of future assessments. The final goal is to establish a consistent structure and populate it with information able to support the implementation of biodiversity conservation policies.",258,2013,WoS,,review,,absolute,,,,,,,,,,blue carbon,,coastal protection,wave,wave attenuation,,positive,,,,,,,,,,,,,,,,,,,,,,,
362,,in,out,out,"Liquete, C; Piroddi, C; Drakou, EG; Gurney, L; Katsanevakis, S; Charef, A; Egoh, B","Liquete, Camino; Piroddi, Chiara; Drakou, Evangelia G.; Gurney, Leigh; Katsanevakis, Stelios; Charef, Aymen; Egoh, Benis",Current Status and Future Prospects for the Assessment of Marine and Coastal Ecosystem Services: A Systematic Review,"Background: Research on ecosystem services has grown exponentially during the last decade. Most of the studies have focused on assessing and mapping terrestrial ecosystem services highlighting a knowledge gap on marine and coastal ecosystem services (MCES) and an urgent need to assess them. Methodology/Principal Findings: We reviewed and summarized existing scientific literature related to MCES with the aim of extracting and classifying indicators used to assess and map them. We found 145 papers that specifically assessed marine and coastal ecosystem services from which we extracted 476 indicators. Food provision, in particular fisheries, was the most extensively analyzed MCES while water purification and coastal protection were the most frequently studied regulating and maintenance services. Also recreation and tourism under the cultural services was relatively well assessed. We highlight knowledge gaps regarding the availability of indicators that measure the capacity, flow or benefit derived from each ecosystem service. The majority of the case studies was found in mangroves and coastal wetlands and was mainly concentrated in Europe and North America. Our systematic review highlighted the need of an improved ecosystem service classification for marine and coastal systems, which is herein proposed with definitions and links to previous classifications. Conclusions/Significance: This review summarizes the state of available information related to ecosystem services associated with marine and coastal ecosystems. The cataloging of MCES indicators and the integrated classification of MCES provided in this paper establish a background that can facilitate the planning and integration of future assessments. The final goal is to establish a consistent structure and populate it with information able to support the implementation of biodiversity conservation policies.",258,2013,WoS,,review,,absolute,,,,,,,,,,coral reef,,coastal protection,wave,wave attenuation,,positive,,,,,,,,,,,,,,,,,,,,,,,
363,,in,out,out,Chung,,"Creation of Spartina plantations for reclaiming Dongtai, China, tidal flats and offshore sands.",,,2004,other,,field,,absolute,,,,,,,,,,marsh,,coastal protection,erosion,sea level rise,,,,,,,,,,,,,,,,,,,,,,,,,
364,,in,out,out,"Krauss, KW; Cormier, N; Osland, MJ; Kirwan, ML; Stagg, CL; Nestlerode, JA; Russell, MJ; From, AS; Spivak, AC; Dantin, DD; Harvey, JE; Almario, AE","Krauss, Ken W.; Cormier, Nicole; Osland, Michael J.; Kirwan, Matthew L.; Stagg, Camille L.; Nestlerode, Janet A.; Russell, Marc J.; From, Andrew S.; Spivak, Amanda C.; Dantin, Darrin D.; Harvey, James E.; Almario, Alejandro E.",Created mangrove wetlands store belowground carbon and surface elevation change enables them to adjust to sea-level rise,"Mangrove wetlands provide ecosystem services for millions of people, most prominently by providing storm protection, food and fodder. Mangrove wetlands are also valuable ecosystems for promoting carbon (C) sequestration and storage. However, loss of mangrove wetlands and these ecosystem services are a global concern, prompting the restoration and creation of mangrove wetlands as a potential solution. Here, we investigate soil surface elevation change, and its components, in created mangrove wetlands over a 25 year developmental gradient. All created mangrove wetlands were exceeding current relative sea-level rise rates (2.6 mm yr(-1)), with surface elevation change of 4.2-11.0 mm yr(-1) compared with 1.5-7.2 mm yr(-1) for nearby reference mangroves. While mangrove wetlands store C persistently in roots/soils, storage capacity is most valuable if maintained with future sea-level rise. Through empirical modeling, we discovered that properly designed creation projects may not only yield enhanced C storage, but also can facilitate wetland persistence perennially under current rates of sea-level rise and, for most sites, for over a century with projected medium accelerations in sea-level rise (IPCC RCP 6.0). Only the fastest projected accelerations in sea-level rise (IPCC RCP 8.5) led to widespread submergence and potential loss of stored C for created mangrove wetlands before 2100.",26,2016,WoS,,field,,absolute,,,,,,,,,,mangrove,,coastal protection,elevation,sea level rise,,positive,yes,,,,,,,,,,,,,,,,,,,,,,
365,,in,out,out,"Safak, I; Norby, PL; Dix, N; Grizzle, RE; Southwell, M; Veenstra, JJ; Acevedo, A; Cooper-Kolb, T; Massey, L; Sheremet, A; Angelini, C","Safak, I.; Norby, P. L.; Dix, N.; Grizzle, R. E.; Southwell, M.; Veenstra, J. J.; Acevedo, A.; Cooper-Kolb, T.; Massey, L.; Sheremet, A.; Angelini, C.",Coupling breakwalls with oyster restoration structures enhances living shoreline performance along energetic shorelines,"Interest and investment in constructing living shorelines rather than harder engineering structures are on the rise worldwide. However, the performance of these interventions in rejuvenating coastal habitats, depositing fine sediments with elevated organic content, and reducing erosion varies widely and is often low along energetic shorelines. In this study, we test the efficacy of a living shoreline design that couples breakwalls and oyster restoration structures, in protecting coastal estuarine ecosystems and their services along energetic shorelines. A field experiment was conducted between 2015 and 2019 along a section of the Atlantic Intracoastal Waterway in northeast Florida, which experiences commercial and recreational vessel traffic. We discovered that organic matter, silt and clay content all increased in sediments collected in the living shorelines compared to paired control treatments. In addition, oysters established and developed into robust reefs on the gabions - wire cages filled with seasoned oyster shells - that were used to facilitate oyster recovery within this living shorelines design, although oyster growth was highest where the gabions were placed at lower intertidal elevations. Additionally, salt marsh cordgrass along shoreline margins protected by the living shoreline structures remained stable or began advancing toward the Intracoastal Waterway channel at rates of similar to 1 m per year, whereas cordgrass in control treatments retreated at rates approaching 2 m per year. This study provides powerful evidence that vessel wake stress is indeed driving ecosystem loss and that simple nature-based living shoreline structures designed to dissipate this energy can slow or reverse ecosystem decline. More research is needed to optimize these nature-based solutions for shoreline protection in coastal and estuarine settings, and to improve their durability.",1,2020,WoS,,field,,absolute,,,,,,,,,,shell reef,,coastal protection,erosion,sea level rise,,positive,yes,,,,,,,,,,,,,,,,,,,,,,
366,,out,out,out,"Kunkel, Catherine M.; Hallberg, Robert W.; Oppenheimer, Michael",NA,Coral reefs reduce tsunami impact in model simulations,"Significant buffering of the impact of tsunamis by coral reefs is suggested by limited observations and some anecdotal reports, particularly following the 2004 Indian Ocean tsunami. Here we simulate tsunami run-up on idealized topographies in one and two dimensions using a nonlinear shallow water model and show that a sufficiently wide barrier reef within a meter or two of the surface reduces run-up on land on the order of 50%. We studied topographies representative of volcanic islands (islands with no continental shelf) but our conclusions may pertain to other topographies. Effectiveness depends on the amplitude and wavelength of the incident tsunami, as well as the geometry and health of the reef and the offshore distance of the reef. Reducing the threat to reefs from anthropogenic nutrients, sedimentation, fishing practices, channel-building, and global warming would help to protect some islands against tsunamis.",DEC 14 2006,2006,WoS,,model,,absolute,,,,,,,,,,coral reef,,coastal protection,wave,wave attenuation,tsunami,positive,,,,,,,,,,,,,,,,,,,,,,,
367,,in,out,out,"Reguero, BG; Beck, MW; Agostini, VN; Kramer, P; Hancock, B","Reguero, Borja G.; Beck, Michael W.; Agostini, Vera N.; Kramer, Philip; Hancock, Boze",Coral reefs for coastal protection: A new methodological approach and engineering case study in Grenada,"Coastal communities in tropical environments are at increasing risk from both environmental degradation and climate change and require urgent local adaptation action. Evidences show coral reefs play a critical role in wave attenuation but relatively little direct connection has been drawn between these effects and impacts on shorelines. Reefs are rarely assessed for their coastal protection service and thus not managed for their infrastructure benefits, while widespread damage and degradation continues. This paper presents a systematic approach to assess the protective role of coral reefs and to examine solutions based on the reef's influence on wave propagation patterns. Portions of the shoreline of Grenville Bay, Grenada, have seen acute shoreline erosion and coastal flooding. This paper (i) analyzes the historical changes in the shoreline and the local marine, (ii) assess the role of coral reefs in shoreline positioning through a shoreline equilibrium model first applied to coral reef environments, and (iii) design and begin implementation of a reef-based solution to reduce erosion and flooding. Coastline changes in the bay over the past 6 decades are analyzed from bathymetry and benthic surveys, historical imagery, historical wave and sea level data and modeling of wave dynamics. The analysis shows that, at present, the healthy and well-developed coral reefs system in the southern bay keeps the shoreline in equilibrium and stable, whereas reef degradation in the northern bay is linked with severe coastal erosion. A comparison of wave energy modeling for past bathymetry indicates that degradation of the coral reefs better explains erosion than changes in climate and historical sea level rise. Using this knowledge on how reefs affect the hydrodynamics, a reef restoration solution is designed and studied to ameliorate the coastal erosion and flooding. A characteristic design provides a modular design that can meet specific engineering, ecological and implementation criteria. Four pilot units were implemented in 2015 and are currently being fieldtested. This paper presents one of the few existing examples available to date of a reef restoration project designed and engineered to deliver risk reduction benefits. The case study shows how engineering and ecology can work together in community-based adaptation. Our findings are particularly important for Small Island States on the front lines of climate change, who have the most to gain from protecting and managing coral reefs as coastal infrastructure. (C) 2018 The Authors. Published by Elsevier",29,2018,WoS,,field,,absolute,,,,,,,,,,coral reef,,coastal protection,wave,wave attenuation,,,,,,,,,,,,,,,,,,,,,,,,,
368,,out,out,out,"Harris, DL; Rovere, A; Casella, E; Power, H; Canavesio, R; Collin, A; Pomeroy, A; Webster, JM; Parravicini, V","Harris, Daniel L.; Rovere, Alessio; Casella, Elisa; Power, Hannah; Canavesio, Remy; Collin, Antoine; Pomeroy, Andrew; Webster, Jody M.; Parravicini, Valeriano",Coral reef structural complexity provides important coastal protection from waves under rising sea levels,"Coral reefs are diverse ecosystems that support millions of people worldwide by providing coastal protection from waves. Climate change and human impacts are leading to degraded coral reefs and to rising sea levels, posing concerns for the protection of tropical coastal regions in the near future. We use a wave dissipation model calibrated with empirical wave data to calculate the future increase of back-reef wave height. We show that, in the near future, the structural complexity of coral reefs is more important than sea-level rise in determining the coastal protection provided by coral reefs from average waves. We also show that a significant increase in average wave heights could occur at present sea level if there is sustained degradation of benthic structural complexity. Our results highlight thatmaintaining the structural complexity of coral reefs is key to ensure coastal protection on tropical coastlines in the future.",50,2018,WoS,,model,,absolute,,,,,,,,,,coral reef,,coastal protection,wave,wave attenuation,wind,,,,,,,,,,,,,,,,,,,,,,,,
369,,out,out,out,Wielgus,,Coral reef quality and recreation fees in marine protected areas,,,2010,other,,field,,absolute,,,,,,,,,,coral reef,,coastal protection,erosion,sea level rise,,positive,yes,,,,,,,,,,,,,,,,,,,,,,
